,product_name,sale_price,regular_price,category
1590,dana buchman textured hoop ... earrings,12.6,18.0,earring
1591,lc lauren conrad marquise hoop ... nickel free earrings,8.4,12.0,earring
1592,lc lauren conrad open teardrop ... earrings,8.4,12.0,earring
1593,lc lauren conrad rose gold ... tone simulated crystal ring set,12.6,18.0,ring
1594,simply vera vera wang long ... beaded tassel lariat necklace,25.2,42.0,necklace
1595,lc lauren conrad butterfly ... bracelet,12.6,18.0,bracelet
1596,lc lauren conrad nickel free ... simulated pearl & crystal stud earrings,8.4,12.0,earring
1597,lc lauren conrad multi strand ... necklace,12.6,18.0,necklace
1598,dana buchman hammered ... crisscross half hoop earrings,8.4,12.0,earring
1599,lc lauren conrad nickel free ... gold tone hoop earrings,8.4,12.0,earring
1600,napier hammered disc drop ... earrings,8.4,14.0,earring
1601,napier twist double hoop ... earrings,8.4,14.0,earring
1602,napier® silver tone cubic ... zirconia stud earrings,8.4,14.0,earring
1603,dana buchman simulated crystal ... textured ring detail drop hoop earrings,12.6,18.0,earring
1604,napier round tube hoop ... earrings,8.4,14.0,earring
1605,lc lauren conrad scalloped ... simulated crystal ring set,12.6,18.0,ring
1606,lc lauren conrad simulated ... pearl & crystal coil bracelet,12.6,18.0,earring
1607,lc lauren conrad textured ... teardrop & round nickel free earring set,12.6,18.0,earring
1608,napier gold tone twisted oval ... hoop earrings,8.4,14.0,earring
1609,lc lauren conrad flower & leaf ... stud earring set,12.6,18.0,earring
1610,hoop earrings,8.4,14.0,earring
1611,dana buchman cobra chain ... tasseled drop earrings,12.6,18.0,earring
1612,lc lauren conrad double strand ... flower pendant necklace,12.6,18.0,necklace
1613,lc lauren conrad filigree bead ... choker necklace,12.6,18.0,necklace
1614,lc lauren conrad cubic ... zirconia nickel free stud earring set,12.6,18.0,earring
1615,silver tone & iridescent bead ... detail half circle nickel free hoop earrings,8.4,14.0,earring
1616,dana buchman gold tone ... textured hoop earrings,12.6,18.0,earring
1617,lc lauren conrad circle pink ... bauble shaker pendant necklace,12.6,18.0,necklace
1618,simulated pearl & beaded ... cluster teardrop earrings,8.4,14.0,earring
1619,lc lauren conrad butterfly & ... flower nickel free stud earring set,12.6,18.0,earring
1620,lc lauren conrad pave teardrop ... earrings,12.6,18.0,earring
1621,simply vera vera wang ... simulated pearl & starburst long necklace,25.2,42.0,earring
1622,lc lauren conrad pink ... simulated stone button nickel free stud earrings,8.4,12.0,earring
1623,dana buchman black long ... station necklace,25.2,36.0,necklace
1624,dana buchman chandelier drop ... earrings,12.6,18.0,earring
1625,gold tone disc & clear bead ... hoop nickel free drop earrings,8.4,14.0,earring
1626,simply vera vera wang double ... tassel necklace,25.2,42.0,necklace
1627,dana buchman rose gold tone ... double drop earrings,12.6,18.0,earring
1628,lc lauren conrad simulated ... crystal nickel free halo stud earrings,8.4,12.0,earring
1629,dana buchman multi strand ... necklace,25.2,36.0,necklace
1630,dana buchman tri tone circle ... drop earrings,12.6,18.0,earring
1631,lc lauren conrad silver tone ... simulated glitter crystal button stud nickel free earrings,8.4,12.0,earring
1632,lc lauren conrad moon pendant ... necklace,8.4,12.0,necklace
1633,lc lauren conrad multi strand ... bead necklace,12.6,18.0,necklace
1634,jennifer lopez abstract hoop ... earrings,12.6,18.0,earring
1635,napier silver tone textured ... teardrop earrings,8.4,14.0,earring
1636,lc lauren conrad nickel free ... fireball hoop drop earrings,8.4,12.0,earring
1637,dana buchman layered oval ... clip-on earrings,12.6,18.0,earring
1638,lc lauren conrad starfish ... bracelet set,12.6,18.0,bracelet
1639,lc lauren conrad gold tone ... simulated crystal drop earrings,8.4,12.0,earring
1640,lc lauren conrad simulated ... crystal nickel free star stud earring set,12.6,18.0,earring
1641,gray tassel clear bead detail ... drop earrings,8.4,14.0,earring
1642,dana buchman braid detail ... small clip-on hoop earrings,12.6,18.0,earring
1643,lc lauren conrad color tear ... drop earrings,8.4,12.0,earring
1644,gold tone purple jasper stone ... nickel free drop earrings,8.4,14.0,earring
1645,simply vera vera wang pink ... bead teardrop earrings,8.4,14.0,earring
1646,jennifer lopez kite earrings,12.6,18.0,earring
1647,lc lauren conrad leaf ... statement necklace,12.6,18.0,necklace
1648,simply vera vera wang two tone ... multi strand long necklace,25.2,42.0,necklace
1649,dana buchman y-necklace,25.2,36.0,necklace
1650,gold tone flat edge hoop ... earring,6.3,14.0,earring
1651,lc lauren conrad gold tone y ... drop necklace,12.6,18.0,necklace
1652,lc lauren conrad rose gold ... tone y necklace,12.6,18.0,necklace
1653,lc lauren conrad simulated ... crystal statement drop earrings,12.6,18.0,earring
1654,lc lauren conrad simulated ... crystal long station necklace,12.6,18.0,necklace
1655,dana buchman long abalone link ... necklace,25.2,36.0,necklace
1656,napier faceted black crystal ... drop post earrings,8.4,14.0,earring
1657,lc lauren conrad gold tone ... pink & red simulated stone nickel free stud earring set,12.6,18.0,earring
1658,jennifer lopez rose gold tone ... flat hoop earrings,12.6,18.0,earring
1659,lc lauren conrad double strand ... station necklace,12.6,18.0,necklace
1660,napier blue simulated crystal ... button stud earrings,8.4,14.0,earring
1661,jennifer lopez beaded mesh ... coil bracelet,25.2,36.0,bracelet
1662,lc lauren conrad cubic ... zirconia teardrop pendant double strand necklace,12.6,18.0,earring
1663,lc lauren conrad nickel free ... flower stud earrings,8.4,12.0,earring
1664,jennifer lopez beaded rose ... gold tone coil bracelet,25.2,36.0,bracelet
1665,napier rose gold tone hoop ... earrings,8.4,14.0,earring
1666,lc lauren conrad double strand ... oval pendant necklace,12.6,18.0,necklace
1667,lc lauren conrad nickel free ... flamingo stud earrings,8.4,12.0,earring
1668,jennifer lopez gold tone ... textured hoop earrings,12.6,18.0,earring
1669,lc lauren conrad silver tone ... bell & charm detail nickel free drop earrings,8.4,12.0,earring
1670,lc lauren conrad flower stud ... earrings,8.4,12.0,earring
1671,dana buchman green teardrop ... statement necklace,25.2,36.0,earring
1672,napier glass heart drop ... earrings,8.4,14.0,earring
1673,textured hoop earrings,8.1,18.0,earring
1674,napier® metallic beaded ... necklace,12.0,20.0,necklace
1675,pet friends simulated crystal ... paw print stud earrings,8.0,16.0,earring
1676,napier christmas tree pin,12.0,20.0,pin
1677,"pet friends ""meow"" stud ... earrings",8.0,16.0,earring
1678,simply vera vera wang ... simulated stone inside out hoop earrings,12.0,20.0,earring
1679,pet friends simulated crystal ... dog stud earrings,8.0,16.0,earring
1680,simulated crystal crossover ... cuff bracelet,12.0,20.0,bracelet
1681,simply vera vera wang filigree ... flower marquise hoop earrings,12.0,20.0,earring
1682,simply vera vera wang pink ... stone drop earrings,12.0,20.0,earring
1683,rose gold tone simulated stone ... & crystal ring set,12.0,20.0,ring
1684,simply vera vera wang ... simulated crystal oval hoop drop earrings,12.0,20.0,earring
1685,1928 filigree faceted oval ... stone stretch bracelet,24.0,32.0,bracelet
1686,simply vera vera wang beaded ... threader hoop earrings,12.0,20.0,earring
1687,1928 simulated crystal heart ... charm bracelet,24.0,32.0,earring
1688,1928 filigree double teardrop ... earrings,12.0,16.0,earring
1689,simply vera vera wang pink ... stone wrapped hoop earrings,12.0,20.0,earring
1690,1928 silver tone rose & ... simulated crystal pendant necklace,24.0,32.0,necklace
1691,1928 crystal double drop ... earrings,24.0,32.0,earring
1692,1928 porcelain rose stud ... earrings,12.0,16.0,earring
1693,simply vera vera wang ... simulated crystal chain drop earrings,12.0,20.0,earring
1694,1928 filigree double teardrop ... earrings,12.0,16.0,earring
1695,1928 flower oval pendant ... necklace,24.0,32.0,necklace
1696,1928 oval faceted stone drop ... earrings,24.0,32.0,earring
1697,1928 crystal baguette cross ... pendant necklace,24.0,32.0,necklace
1698,1928® simulated  sapphire drop ... earrings,12.0,16.0,earring
1699,1928 purple porcelain rose ... clip on earrings,12.0,16.0,earring
1700,jennifer lopez fringe tassel ... necklace,23.8,34.0,necklace
1701,long circle link necklace,11.7,26.0,necklace
1702,gold tone multi drop collar ... necklace,11.7,26.0,necklace
1703,simply vera vera wang double ... strand tassel pendant necklace,22.8,38.0,necklace
1704,simply vera vera wang ... simulated pearl double strand necklace,22.8,38.0,earring
1705,simply vera vera wang pink ... simulated crystal collar statement necklace,22.8,38.0,necklace
1706,simply vera vera wang green ... simulated crystal collar statement necklace,22.8,38.0,necklace
1707,simply vera vera wang ... simulated pearl double strand necklace,22.8,38.0,earring
1708,downton abbey gold tone ... simulated crystal necklace,22.5,30.0,necklace
1709,downtown abbey simulated ... crystal y necklace,22.5,30.0,necklace
1710,downton abbey jet tone ... simulated crystal drop earrings,22.5,30.0,earring
1711,dana buchman hoop drop ... earrings,11.2,16.0,earring
1712,lc lauren conrad twist stack ... ring set,11.2,16.0,ring
1713,dana buchman drop earrings,11.2,16.0,earring
1714,"lc lauren conrad flower, leaf ... & butterfly stud earring set",11.2,16.0,earring
1715,dana buchman cubic zirconia ... rounded button stud earrings,11.2,16.0,earring
1716,jennifer lopez openwork nickel ... free u hoop earrings,11.2,16.0,earring
1717,dana buchman gold tone y ... necklace,22.4,32.0,necklace
1718,dana buchman two tone pendant ... necklace,22.4,32.0,necklace
1719,dana buchman gold tone ... textured clip-on earrings,11.2,16.0,earring
1720,dana buchman hammered j-hoop ... earrings,11.2,16.0,earring
1721,dana buchman swirl necklace,22.4,32.0,necklace
1722,dana buchman multi strand ... necklace,22.4,32.0,necklace
1723,dana buchman purple simulated ... abalone hoop earrings,11.2,16.0,earring
1724,dana buchman two tone hoop ... earrings,11.2,16.0,earring
1725,dana buchman blue bead cluster ... drop earrings,11.2,16.0,earring
1726,dana buchman tassel detail ... y-necklace,22.4,32.0,necklace
1727,dana buchman faceted stone ... multi strand illusion necklace,22.4,32.0,necklace
1728,dana buchman tri tone circle ... link stretch bracelet,22.4,32.0,bracelet
1729,jennifer lopez simulated pearl ... threader drop earrings,11.2,16.0,earring
1730,dana buchman teardrop threader ... earrings,11.2,16.0,earring
1731,dana buchman double teardrop ... earrings,11.2,16.0,earring
1732,napier geometric hoop clip-on ... earrings,11.2,16.0,earring
1733,napier geometric hoop clip-on ... earrings,11.2,16.0,earring
1734,dana buchman swarovski crystal ... circle drop earrings,11.2,16.0,earring
1735,dana buchman simulated crystal ... textured drop earrings,11.2,16.0,earring
1736,simulated crystal y necklace,11.0,22.0,necklace
1737,simulated stone drop hoop link ... earrings,11.0,22.0,earring
1738,chain wrapped hoop drop ... earrings,11.0,22.0,earring
1739,simulated stone beaded ball ... drop earrings,10.99,22.0,earring
1740,gold tone simulated crystal ... teardrop earrings,10.99,22.0,earring
1741,multi colored simulated ... crystal chain tassel drop earrings,10.99,22.0,earring
1742,simulated crystal linear drop ... earrings,10.99,22.0,earring
1743,multi colored acetate & ... simulated crystal hoop earrings,10.99,22.0,earring
1744,simulated crystal cluster ... teardrop earrings,10.99,22.0,earring
1745,simply vera vera wang tiered ... nickel free triple hoop earrings,10.8,18.0,earring
1746,replacement earring backing ... set,10.8,12.0,earring
1747,napier® silver tone hoop ... earrings,7.2,12.0,earring
1748,napier crisscross c-hoop ... earrings,7.2,12.0,earring
1749,simply vera vera wang pave bar ... nickel free threader earrings,10.8,18.0,earring
1750,napier two tone door knocker ... earrings,7.2,12.0,earring
1751,napier twisted texture hoop ... earrings,10.8,18.0,earring
1752,simply vera vera wang stick ... fringe nickel free linear drop earrings,10.8,18.0,earring
1753,napier huggie hoop earrings,7.2,12.0,earring
1754,simply vera vera wang polished ... double hoop earrings,10.8,18.0,earring
1755,simply vera vera wang pink ... simulated crystal teardrop earrings,10.8,18.0,earring
1756,napier square & disc stud & ... twisted hoop earring set,10.8,18.0,earring
1757,napier necklace,21.6,36.0,necklace
1758,napier strandage necklace,21.6,36.0,necklace
1759,simply vera vera wang light ... green stone linear earrings,10.8,18.0,earring
1760,simply vera vera wang ... simulated crystal linear drop earrings,10.8,18.0,earring
1761,croft & barrow® necklace ... extender chain set,5.4,6.0,necklace
1762,simply vera vera wang ... simulated crystal starburst drop earrings,10.8,18.0,earring
1763,napier simulated pearl stud ... earring set,10.8,18.0,earring
1764,napier beaded strand necklace,21.6,36.0,necklace
1765,simply vera vera wang green ... simulated crystal teardrop earrings,10.8,18.0,earring
1766,napier multi-row textured hoop ... earrings,10.8,18.0,earring
1767,simply vera vera wang two tone ... chain tassel drop earrings,10.8,18.0,earring
1768,rose gold nickel free textured ... oval hoop earrings,7.2,12.0,earring
1769,simulated crystal teardrop ... earrings,10.8,18.0,earring
1770,apt. 9® openwork disc nickel ... free drop earrings,7.2,12.0,earring
1771,silver tone twist double-hoop ... earrings,7.2,12.0,earring
1772,gold tone flat nickel free ... hoop earrings,7.2,12.0,earring
1773,simulated pearl & crystal ... cluster leaf pin,10.8,18.0,earring
1774,napier graduated u-hoop ... earrings,10.8,18.0,earring
1775,"mudd® moon, kite, triangle, ... flower, elephant, hamsa & disc stud & hoop earring set",10.8,18.0,earring
1776,simply vera vera wang ... simulated crystal bar & hoop drop earrings,10.8,18.0,earring
1777,napier simulated crystal ... textured hoop earrings,10.8,18.0,earring
1778,simply vera vera wang marquise ... threader earrings,10.8,18.0,earring
1779,apt. 9® nickel free triple ... oval hoop earrings,7.2,12.0,earring
1780,mudd® leaf charm tassel ... pendant necklace,10.8,18.0,necklace
1781,napier two tone textured ... triple hoop earrings,10.8,18.0,earring
1782,simply vera vera wang ... simulated pearl & stone linear drop earrings,10.8,18.0,earring
1783,twisted & textured nickel free ... hoop earring set,10.8,18.0,earring
1784,tri tone hoop earring set,10.8,18.0,earring
1785,bead & glittery disc stretch ... bracelet,10.8,18.0,bracelet
1786,simulated stone detail multi ... layer chain drop earrings,10.8,18.0,earring
1787,napier simulated crystal ... button stud earring set,10.8,18.0,earring
1788,silver tone simulated crystal ... hoop earrings,10.8,18.0,earring
1789,napier cubic zirconia flower ... stud earrings,7.2,12.0,earring
1790,napier gold tone simulated ... stone small hoop drop earrings,10.8,18.0,earring
1791,napier gold tone chain detail ... small clip-on hoop earrings,10.8,18.0,earring
1792,napier cubic zirconia ... scalloped flower drop earrings,10.8,18.0,earring
1793,napier textured link collar ... necklace,21.6,36.0,necklace
1794,gold tone disc nickel free ... drop earrings,7.2,12.0,earring
1795,simply vera very wang gold ... tone disc & multi colored bead detail hoop earrings,10.8,18.0,earring
1796,snake chain necklace,10.8,12.0,necklace
1797,simply vera vera wang blue ... simulated crystal drop earrings,10.8,18.0,earring
1798,napier simulated crystal angel ... drop earrings,10.8,18.0,earring
1799,tri tone bar linear drop ... earrings,7.0,14.0,earring
1800,jennifer lopez ring fringe ... pendant necklace,21.0,30.0,necklace
1801,lc lauren conrad simulated ... opal nickel free 3-stone stud earrings,7.0,10.0,earring
1802,dana buchman marquise pendant ... necklace,21.0,30.0,necklace
1803,1928 simulated pearl drop ... earrings,10.5,14.0,earring
1804,dana buchman simulated crystal ... textured multirow stretch bracelet,21.0,30.0,bracelet
1805,1928 rose teardrop necklace,21.0,28.0,earring
1806,1928 ball stud black teardrop ... earrings,10.5,14.0,earring
1807,1928 nickel free starburst & ... faceted teardrop earrings,21.0,28.0,earring
1808,1928 flower drop earrings,21.0,28.0,earring
1809,1928 10k gold-plated red bead ... cross link toggle bracelet,21.0,28.0,bracelet
1810,dana buchman marquise stretch ... bracelet set,21.0,30.0,bracelet
1811,simply vera vera wang red ... layered necklace,20.4,34.0,necklace
1812,simply vera vera wang tri tone ... long necklace,20.4,34.0,necklace
1813,simulated stone flower motif ... multi strand statement necklace,20.4,34.0,necklace
1814,simply vera vera wang ... concentric circle pendant,20.4,34.0,other
1815,simply vera vera wang ... simulated crystal chain stretch bracelet,20.4,34.0,bracelet
1816,simply vera vera wang pink ... bead statement necklace,20.4,34.0,necklace
1817,the silver lining 14k gold ... over brass cubic zirconia initial pendant,20.0,50.0,other
1818,lc lauren conrad tri tone ... nickel free simulated crystal stud earring set,9.99,22.0,earring
1819,hammered teardrop necklace & ... earring set,9.9,22.0,earring
1820,lc lauren conrad leaf ring,9.8,14.0,ring
1821,lc lauren conrad openwork ... filigree teardrop earrings,9.8,14.0,earring
1822,lc lauren conrad simulated ... crystal zigzag ring,9.8,14.0,ring
1823,lc lauren conrad pave teardrop ... earrings,9.8,14.0,earring
1824,lc lauren conrad oval link ... bracelet,9.8,14.0,bracelet
1825,lc lauren conrad blue 3-stone ... ring,9.8,14.0,ring
1826,lc lauren conrad iridescent ... beaded lariat bracelet,9.8,14.0,bracelet
1827,lc lauren conrad twisted ... solitaire ring set,9.8,14.0,ring
1828,lc lauren conrad chevron ring ... set,9.8,14.0,ring
1829,lc lauren conrad silver tone ... simulated stone cuff bracelet,9.8,14.0,bracelet
1830,lc lauren conrad nickel free ... milgrain star drop earrings,9.8,14.0,earring
1831,lc lauren conrad simulated ... crystal nickel free vine drop earrings,9.8,14.0,earring
1832,lc lauren conrad pink oval ... ring,9.8,14.0,ring
1833,lc lauren conrad bead & flower ... bracelet set,9.8,14.0,bracelet
1834,lc lauren conrad lotus flower ... necklace,9.8,14.0,necklace
1835,lc lauren conrad textured oval ... link bracelet,9.8,14.0,bracelet
1836,lc lauren conrad filigree ... flower nickel free tassel drop earrings,9.8,14.0,earring
1837,dana buchman bamboo hoop ... earrings,9.8,14.0,earring
1838,lc lauren conrad textured ... openwork ring,9.8,14.0,ring
1839,dana buchman textured stud ... earrings,9.8,14.0,earring
1840,lc lauren conrad rose gold ... tone nickel free openwork huggie hoop earrings,9.8,14.0,earring
1841,dana buchman gold tone ... textured hoop earrings,9.8,14.0,earring
1842,jennifer lopez tassel pendant ... necklace,19.6,28.0,necklace
1843,lc lauren conrad circle bauble ... shaker pendant necklace,9.8,14.0,necklace
1844,lc lauren conrad flower nickel ... free triple hoop drop earrings,9.8,14.0,earring
1845,gold tone hammered organic ... button stud earrings,9.8,14.0,earring
1846,lc lauren conrad layered ball ... chain y necklace,9.8,14.0,necklace
1847,dana buchman fan statement ... necklace,19.6,28.0,necklace
1848,dana buchman silver tone ... paneled collar statement necklace,19.6,28.0,necklace
1849,lc lauren conrad star bauble ... shaker pendant necklace,9.8,14.0,necklace
1850,dana buchman gold tone draped ... necklace,19.6,28.0,necklace
1851,dana buchman silver tone ... pear-shaped stud earrings,9.8,14.0,earring
1852,lc lauren conrad silver tone ... filigree teardrop leaf nickel free earrings,9.8,14.0,earring
1853,lc lauren conrad cubic ... zirconia marquise ring,9.8,14.0,ring
1854,dana buchman oval link detail ... statement necklace,19.6,28.0,necklace
1855,dana buchman red circle ... station necklace,19.6,28.0,necklace
1856,lc lauren conrad moon bauble ... shaker pendant necklace,9.8,14.0,necklace
1857,lc lauren conrad simulated ... crystal flower triple ring,9.8,14.0,ring
1858,lc lauren conrad cage drop ... earrings,9.8,14.0,earring
1859,lc lauren conrad gray ... adjustable friendship bracelet,9.8,14.0,bracelet
1860,dana buchman disc multi strand ... station necklace,19.6,28.0,necklace
1861,lc lauren conrad simulated ... crystal nickel free leaf drop earrings,9.8,14.0,earring
1862,lc lauren conrad simulated ... pearl & crystal flower nickel free ear jacket earrings,9.8,14.0,earring
1863,lc lauren conrad flower & ... teardrop earrings,9.8,14.0,earring
1864,lc lauren conrad gold tone ... rainbow simulated stone teardrop nickel free earrings,9.8,14.0,earring
1865,lc lauren conrad rose gold ... tone rainbow simulated stone & cubic zirconia bird pendant necklace,9.8,14.0,necklace
1866,dana buchman twist stretch ... bracelet,19.6,28.0,bracelet
1867,lc lauren conrad simulated ... crystal marquise nickel free drop earrings,9.8,14.0,earring
1868,jennifer lopez multi chain ... fringe tassel drop earrings,19.6,28.0,earring
1869,lc lauren conrad turtle ... pendant necklace,9.8,14.0,necklace
1870,dana buchman simulated crystal ... flower motif hinge bracelet,19.6,28.0,bracelet
1871,lc lauren conrad filigree ... feather nickel free drop earrings,9.8,14.0,earring
1872,dana buchman green teardrop ... stretch bracelet,19.6,28.0,earring
1873,lc lauren conrad hoop ... earrings,9.8,14.0,earring
1874,dana buchman twisted front ... chain necklace,19.6,28.0,necklace
1875,jennifer lopez gold tone oval ... hoop earrings,9.8,14.0,earring
1876,lc lauren conrad flamingo ... pendant,9.8,14.0,other
1877,dana buchman silver tone & ... hematite tone bangle bracelet set,19.6,28.0,bracelet
1878,lc lauren conrad butterfly ... pendant,9.8,14.0,other
1879,1928 openwork crescent stretch ... bracelet,19.5,26.0,bracelet
1880,1928 pink porcelain rose & ... simulated crystal stud earrings,19.5,26.0,earring
1881,1928® gold tone floral stud ... earrings,19.5,26.0,earring
1882,1928® gold tone crystal floral ... brooch,19.5,26.0,other
1883,1928 rose gold tone filigree ... stretch bracelet,19.5,26.0,bracelet
1884,1928 blue milgrain teardrop ... earrings,19.5,26.0,earring
1885,stud earring set,9.6,16.0,earring
1886,simply vera vera wang pink ... cluster climber earrings,9.6,16.0,earring
1887,cubic zirconia stud earring ... set,9.6,16.0,earring
1888,napier two tone milgrain ... teardrop collar necklace,19.2,32.0,earring
1889,napier crisscross hoop ... earrings,9.6,16.0,earring
1890,napier banded hoop earrings,9.6,16.0,earring
1891,napier silver tone oval link ... collar necklace,19.2,32.0,necklace
1892,napier twisted hoop earrings,9.6,16.0,earring
1893,napier gold tone long multi ... strand necklace,19.2,32.0,necklace
1894,napier textured ball long ... station necklace,19.2,32.0,necklace
1895,napier multi colored simulated ... crystal collar necklace,19.2,32.0,necklace
1896,napier multi colored simulated ... crystal ball drop earrings,9.6,16.0,earring
1897,napier textured rope oval drop ... hoop clip on earrings,9.6,16.0,earring
1898,napier textured triple oval ... link clip on earrings,9.6,16.0,earring
1899,napier® two tone twist hoop ... earrings,9.6,16.0,earring
1900,napier beaded layered hoop ... earrings,9.6,16.0,earring
1901,simply vera vera wang gold ... tone hoop earrings,9.6,16.0,earring
1902,napier faceted black crystal ... drop earrings,9.6,16.0,earring
1903,simply vera vera wang double ... hoop threader earrings,9.6,16.0,earring
1904,napier gold tone small hoop ... earrings,9.6,16.0,earring
1905,napier silver tone hoop ... earrings,9.6,16.0,earring
1906,simply vera vera wang ... simulated crystal oval halo stud earrings,9.6,16.0,earring
1907,station necklace & stud ... earring set,9.6,16.0,earring
1908,napier doorknocker clip-on ... earrings,9.6,16.0,earring
1909,napier cross hoops,9.6,16.0,other
1910,napier cubic zirconia ... starburst drop earrings,9.6,16.0,earring
1911,napier chandelier bead ... teardrop earrings,9.6,16.0,earring
1912,napier linear drop earrings,9.6,16.0,earring
1913,simply vera vera wang purple ... simulated crystal linear drop earrings,9.6,16.0,earring
1914,napier drop earrings,9.6,16.0,earring
1915,napier cubic zirconia ... starburst clip-on earrings,9.6,16.0,earring
1916,"mudd® bead, & disc, eye & ... elephant charm stretch bracelet set",9.6,16.0,bracelet
1917,napier cubic zirconia ... christmas tree stud earrings,9.6,16.0,earring
1918,downton abbey® flower ... necklace,18.75,25.0,necklace
1919,downton abbey flower stud ... earrings,18.75,25.0,earring
1920,downton abbey® openwork ... crescent necklace,18.75,25.0,necklace
1921,1928 oval cabochon drop ... earrings,18.75,25.0,earring
1922,lc lauren conrad simulated ... crystal stretch bracelet,18.2,26.0,bracelet
1923,jennifer lopez silver tone ... simulated crystal chain-wrapped toggle bracelet,18.2,26.0,bracelet
1924,lc lauren conrad floral ... necklace,18.2,26.0,necklace
1925,simply vera vera wang ombre ... stick double strand necklace,18.0,30.0,necklace
1926,simulated pearl nickel free ... magnetic stud earrings,9.0,10.0,earring
1927,simply vera vera wang crescent ... bar stretch bracelet,18.0,30.0,bracelet
1928,cabochon necklace & drop ... earring set,9.0,20.0,earring
1929,simply vera vera wang tassel ... charm pendant necklace,18.0,30.0,necklace
1930,silver tone gray stone & bead ... multi strand statement necklace,18.0,30.0,necklace
1931,simulated crystal cluster ... earrings,9.0,18.0,earring
1932,simulated crystal bar hoop ... earrings,9.0,18.0,earring
1933,gold tone u-hoop earrings,6.0,10.0,earring
1934,1928 filigree circle stud ... earrings,9.0,12.0,earring
1935,simply vera vera wang ... simulated pearl & crystal fireball stretch bracelet set,18.0,30.0,earring
1936,snake chain necklace,9.0,10.0,necklace
1937,1928 orbital faceted teardrop ... earrings,18.0,24.0,earring
1938,1928 porcelain rose openwork ... pin,18.0,24.0,pin
1939,1928 silver tone crystal & ... simulated pearl drop earrings,18.0,24.0,earring
1940,1928 flower & heart button ... stud earrings,18.0,24.0,earring
1941,1928 crystal-accented cross ... pendant necklace,18.0,24.0,necklace
1942,simply vera vera wang black ... teardrop link necklace,18.0,30.0,earring
1943,lc lauren conrad hoop ... earrings,8.4,12.0,earring
1944,lc lauren conrad pave stick ... nickel free threader earrings,8.4,12.0,earring
1945,lc lauren conrad simulated ... opal halo ring,8.4,12.0,ring
1946,lc lauren conrad tri tone ... textured circle nickel free drop earrings,8.4,12.0,earring
1947,lc lauren conrad jacket ... earrings,8.4,12.0,earring
1948,lc lauren conrad silver tone ... leaf motif ring,8.4,12.0,ring
1949,simply vera vera wang marquise ... nickel free threader earrings,8.4,14.0,earring
1950,dana buchman double circle ... pendant necklace,16.8,24.0,necklace
1951,lc lauren conrad flower nickel ... free button stud earrings,8.4,12.0,earring
1952,lc lauren conrad simulated ... crystal filigree flower bracelet,8.4,12.0,bracelet
1953,lc lauren conrad textured disc ... nickel free hoop earrings,8.4,12.0,earring
1954,lc lauren conrad simulated ... crystal bow ring,8.4,12.0,ring
1955,lc lauren conrad nickel free ... gold tone braided hoop earrings,8.4,12.0,earring
1956,napier simulated pearl & ... fireball station necklace,16.8,28.0,earring
1957,napier® silver tone hoop ... earrings,8.4,14.0,earring
1958,lc lauren conrad simulated ... crystal ball stud earrings,8.4,12.0,earring
1959,lc lauren conrad simulated ... crystal nickel free circle drop earrings,8.4,12.0,earring
1960,napier silver tone textured ... hoop earrings,8.4,14.0,earring
1961,napier beaded & simulated ... crystal necklace,16.8,28.0,necklace
1962,napier® gold-tone graduated ... flattened hoop earrings - 7/8-in.,8.4,14.0,earring
1963,napier gold tone textured hoop ... earrings,8.4,14.0,earring
1964,napier textured silver tone ... hoop earrings,8.4,14.0,earring
1965,napier two tone diamond-shaped ... stretch bracelet,16.8,28.0,bracelet
1966,napier gold tone rope hoop ... earrings,8.4,14.0,earring
1967,napier glass heart stretch ... bracelet,16.8,28.0,earring
1968,napier round drop earrings,8.4,14.0,earring
1969,simply vera vera wang ... simulated crystal ombre pendant,16.8,28.0,other
1970,gold tone hoop earrings,8.4,14.0,earring
1971,napier multi colored simulated ... crystal y necklace,16.8,28.0,necklace
1972,textured crisscross multi hoop ... earrings,8.4,14.0,earring
1973,textured crisscross multi hoop ... earrings,8.4,14.0,earring
1974,diamond-cut hoop earrings,8.4,14.0,earring
1975,silver tone small bead detail ... hoop earrings,8.4,14.0,earring
1976,napier two tone milgrain ... teardrop pendant necklace,16.8,28.0,earring
1977,jennifer lopez long ... interlocked circle pendant necklace,16.8,24.0,necklace
1978,chain detail nickel free ... layered hoop earrings,8.4,14.0,earring
1979,napier simulated pearl multi ... strand choker necklace,16.8,28.0,earring
1980,simulated crystal multi row ... necklace,16.8,28.0,necklace
1981,simulated stone detail multi ... strand necklace,16.8,28.0,necklace
1982,silver tone simulated pearl & ... simulated crystal drop earrings,8.4,14.0,earring
1983,silver tone blue sodalite ... teardrop drop nickel free earrings,8.4,14.0,earring
1984,napier black teadrop pendant ... necklace & earring set,16.8,28.0,earring
1985,dana buchman gold tone ... geometric pendant necklace,16.8,24.0,necklace
1986,lc lauren conrad gold tone ... bird pendant necklace,8.4,12.0,necklace
1987,gold tone multi strand ... teardrop nickel free hoop earrings,8.4,14.0,earring
1988,silver tone tassel detail drop ... nickel free earrings,8.4,14.0,earring
1989,apt. 9® textured double hoop ... earrings,8.4,14.0,earring
1990,lc lauren conrad silver tone ... nickel free disc & hoop drop earrings,8.4,12.0,earring
1991,napier swirl drop earrings,8.4,14.0,earring
1992,gold tone simulated crystal ... button stud nickel free earring set,8.4,14.0,earring
