,product_name,sale_price,regular_price,category
0,lc lauren conrad pave monogram ... pendant necklace,9.8,14.0,necklace
1,spiral christmas tree nickel ... free drop earrings,5.4,12.0,earring
2,"christmas gift, santa, ... reindeer & jingle bell charm bangle bracelet set",6.3,14.0,bracelet
3,lc lauren conrad filigree ... teardrop layered pendant necklace,12.6,18.0,earring
4,simulated crystal snowflake ... nickel free drop earrings,6.3,14.0,earring
5,primrose sterling silver cubic ... zirconia love knot stud earrings,19.99,50.0,earring
6,poinsettia nickel free drop ... earrings,4.5,10.0,earring
7,lc lauren conrad stick linear ... drop earrings,8.4,12.0,earring
8,lc lauren conrad long spiral ... tassel necklace,14.0,20.0,necklace
9,lc lauren conrad freshwater ... cultured pearl long lariat necklace,14.0,20.0,earring
10,silver tone snowman nickel ... free drop earrings,4.5,10.0,earring
11,holly leaf nickel free drop ... earrings,5.4,12.0,earring
12,simulated crystal snowflake ... nickel free drop earrings,6.3,14.0,earring
13,santa hat cat drop earrings,4.5,10.0,earring
14,lc lauren conrad filigree ... teardrop earrings,9.8,14.0,earring
15,lc lauren conrad openwork ball ... stud earrings,7.0,10.0,earring
16,candy cane drop earrings,4.5,10.0,earring
17,lc lauren conrad knot cuff ... bracelet,9.8,14.0,bracelet
18,lc lauren conrad crystal ... initial pendant necklace & stud earring set,9.99,22.0,earring
19,simply vera vera wang blue ... flower statement necklace,25.2,42.0,necklace
20,long hammered disc station ... necklace,15.6,26.0,necklace
21,lc lauren conrad long feather ... pendant necklace,12.6,18.0,necklace
22,lc lauren conrad starburst ... stud earrings,9.8,14.0,earring
23,christmas bow stud earring ... set,5.4,12.0,earring
24,red bow nickel free drop ... earrings,5.4,12.0,earring
25,glitter snowflake button stud ... earrings,4.5,10.0,earring
26,holiday bow glitter stretch ... ring,6.3,14.0,ring
27,snowflake stretch bracelet,6.3,14.0,bracelet
28,bead coil bracelet,8.4,14.0,bracelet
29,"""be merry,"" holly, santa hat & ... reindeer charm beaded stretch bracelet",6.3,14.0,bracelet
30,dana buchman simulated abalone ... teardrop earrings,12.6,18.0,earring
31,simply vera vera wang teardrop ... earrings,8.4,14.0,earring
32,beaded jingle bell & reindeer ... nickel free drop earrings,5.4,12.0,earring
33,"black bead & silver tone ... ""grandma"" charm bangle bracelet set",13.99,24.0,bracelet
34,"twist, hoop & filigree drop & ... teardrop earring set",8.4,14.0,earring
35,"snowflake, christmas tree & ... gift charm necklace & drop earring set",7.2,16.0,earring
36,dana buchman circle drop ... earrings,11.2,16.0,earring
37,"rose gold tone charm & bead ... ""best friends"" bangle bracelet set",13.99,24.0,bracelet
38,magicbax earring lifters,22.49,24.99,earring
39,simply vera vera wang silver ... tone simulated crystal dome button stud earrings,7.2,12.0,earring
40,1928 script initial necklace,16.5,22.0,necklace
41,lc lauren conrad disc tassel ... necklace,14.0,20.0,necklace
42,lc lauren conrad rose gold ... tone cosmetic bag set,25.2,42.0,set
43,holiday cats pin,6.3,14.0,pin
44,lc lauren conrad multistrand ... cube & stick pedant necklace,16.8,24.0,necklace
45,lc lauren conrad initial charm ... cuff bracelet,9.8,14.0,bracelet
46,"santa hat, reindeer & candy ... cane earring set",6.3,14.0,earring
47,two tone cross & christmas ... tree pin,5.4,12.0,pin
48,primrose 14k gold over silver ... polished tube hoop earrings,20.0,50.0,earring
49,blue snowflake nickel free ... drop earrings,4.5,10.0,earring
50,lc lauren conrad heart travel ... manicure kit,12.0,20.0,earring
51,jingle bell cluster stretch ... bracelet,6.3,14.0,bracelet
52,"mudd® two tone bead stretch, ... twist bangle & woven bracelet set",9.6,16.0,bracelet
53,snowflake stretch bracelet,6.3,14.0,bracelet
54,christmas jingle bell cluster ... drop earrings,5.4,12.0,earring
55,christmas ornament & jingle ... bell long necklace,7.2,16.0,necklace
56,lc lauren conrad simulated ... crystal halo button stud earrings,8.4,12.0,earring
57,pet friends simulated crystal ... paw print stud earrings,8.0,16.0,earring
58,angel charm bangle bracelet ... set,6.3,14.0,bracelet
59,holiday dachshund pin,6.3,14.0,pin
60,bow & jingle bell drop ... earrings,4.5,10.0,earring
61,snowflake nickel free drop ... earrings,4.5,10.0,earring
62,lc lauren conrad two-tone ... filigree double teardrop earrings,9.8,14.0,earring
63,lc lauren conrad two tone ... filigree butterfly pendant necklace set,9.99,22.0,necklace
64,round filigree drop earrings,6.0,,earring
65,lc lauren conrad dyed quartz ... birthstone adjustable bracelet,9.8,14.0,bracelet
66,lc lauren conrad runway ... collection pink quartz rectangle stud earrings,8.4,12.0,earring
67,napier hoop earring set,10.8,18.0,earring
68,reindeer face nickel free drop ... earrings,4.5,10.0,earring
69,lc lauren conrad filigree ... dangle nickel free earrings,11.2,16.0,earring
70,snowflake charm stretch ... bracelet,6.3,14.0,bracelet
71,lc lauren conrad branch ear ... climbers,12.6,18.0,earring
72,simply vera vera wang flower & ... faceted stone statement necklace,27.6,46.0,necklace
73,simply vera vera wang stone ... cluster statement necklace,20.4,34.0,necklace
74,dana buchman simulated crystal ... textured necklace,25.2,36.0,necklace
75,christmas bangle bracelet,6.3,14.0,bracelet
76,two tone manger scene pin,6.3,14.0,pin
77,napier drop earrings,8.4,14.0,earring
78,winter bead charm bracelet,6.3,14.0,bracelet
79,lc lauren conrad flower ... pendant necklace,12.6,18.0,necklace
80,"purple bead & two tone ""#1 ... aunt"" charm bangle bracelet set",13.99,24.0,bracelet
81,hoop earrings,7.2,12.0,earring
82,napier two tone textured hoop ... earrings,9.6,16.0,earring
83,lc lauren conrad zodiac link ... necklace,9.8,14.0,necklace
84,gold tone holiday cardinals ... pin,6.3,14.0,pin
85,lc lauren conrad triangle ear ... jacket earrings,8.4,12.0,earring
86,long hammered double ring ... pendant necklace,13.2,22.0,necklace
87,snowflake & bow nickel free ... drop earrings,4.5,10.0,earring
88,snowflake pendant double ... strand necklace,7.2,16.0,necklace
89,"red beads & charms ""grandma"" ... stretch bracelet set",13.99,24.0,bracelet
90,mudd® silver tone simulated ... crystal teardrop & marquise drop earring set,8.4,14.0,earring
91,"lc lauren conrad ""keep it ... polished"" travel manicure kit",12.0,20.0,kit
92,snowman & snowflake charm ... stretch bracelet,6.3,14.0,bracelet
93,"jingle bell, candy cane & ... snowflake charm bangle bracelet set",6.3,14.0,bracelet
94,red & gold tone nutcracker ... nickel free drop earrings,5.4,12.0,earring
95,mudd® seed bead stretch ... bracelet set,8.4,14.0,bracelet
96,gold tone angel pin,6.3,14.0,pin
97,lc lauren conrad mother of ... pearl monogram pendant necklace,12.6,18.0,earring
98,candy cane striped bangle ... bracelet,7.2,16.0,bracelet
99,christmas wreath nickel free ... drop earrings,5.4,12.0,earring
100,dana buchman twisted infinity ... pendant necklace,19.6,28.0,necklace
101,snowman nickel free drop ... earrings,4.5,10.0,earring
102,silver tone snowflake ... christmas tree pin,6.3,14.0,pin
103,multistrand necklace,15.6,26.0,necklace
104,dana buchman interlocking ... circle drop earrings,11.2,16.0,earring
105,mudd® beaded stretch & woven ... bracelet set,10.8,18.0,bracelet
106,"grey bead & rose gold tone ... ""sister"" charm bangle bracelet set",13.99,24.0,bracelet
107,holiday snowman & bird pin,6.3,14.0,pin
108,snowman nickel free drop ... earrings,4.5,10.0,earring
109,christmas tree tinsel drop ... earrings,4.5,10.0,earring
110,simply vera vera wang green ... simulated crystal teardrop necklace,22.8,38.0,earring
111,lc lauren conrad long leaf ... pendant necklace,12.6,18.0,necklace
112,jennifer lopez chain ... multistrand long necklace,19.6,28.0,necklace
113,simulated crystal snowflake ... nickel free drop earrings,5.4,12.0,earring
114,"simulated pearl & bead silver ... tone ""faith"" charm bangle bracelet set",13.99,24.0,earring
115,simply vera vera wang black ... graduated stone cluster necklace,20.4,34.0,necklace
116,lc lauren conrad tri tone leaf ... cluster nickel free drop earrings,9.8,14.0,earring
117,marquise link long necklace,4.5,20.0,necklace
118,pave snowflake drop earrings,6.3,14.0,earring
119,present bow nickel free drop ... earrings,7.2,16.0,earring
120,lc lauren conrad round stud ... earrings,7.0,10.0,earring
121,snowflake charm double strand ... necklace & drop earring set,8.1,18.0,earring
122,simulated pearl & crystal  ... nickel free angel drop earrings,4.5,10.0,earring
123,star & jingle bell nickel free ... linear earrings,4.5,10.0,earring
124,simply vera vera wang bead ... long multistrand necklace,22.8,38.0,necklace
125,napier braided oval hoop ... earrings,10.8,18.0,earring
126,poinsettia pin,6.3,14.0,pin
127,"cubic zirconia pendant ... necklace, earring & bracelet set",8.99,18.0,earring
128,dana buchman butterfly pin,14.99,26.0,pin
129,christmas red & green twist ... hoop earrings,4.5,10.0,earring
130,"lc lauren conrad heart, cross ... & textured ring set",11.2,16.0,earring
131,mudd® gold tone beaded long ... necklace,9.6,16.0,necklace
132,mudd® wood bead & woven cord ... stretch bracelet set,9.6,16.0,bracelet
133,lc lauren conrad pave branch ... climber earrings,9.8,14.0,earring
134,lc lauren conrad silver tone ... heart necklace,9.8,14.0,earring
135,holiday reindeer pin,7.2,16.0,pin
136,"1928 two tone crystal, heart & ... initial charm bangle bracelet",18.0,24.0,earring
137,mudd® beaded charm stretch ... bracelet set,10.8,18.0,bracelet
138,snowflake charm necklace,7.2,16.0,necklace
139,simply vera vera wang ... simulated pearl necklace,20.4,34.0,earring
140,holiday snowman pin,6.3,14.0,pin
141,two tone reindeer nickel free ... drop earrings,5.4,12.0,earring
142,lc lauren conrad long openwork ... medallion disc pendant necklace,12.6,18.0,necklace
143,napier® two tone triple-twist ... hoop earrings,12.0,20.0,earring
144,lc lauren conrad circle stud ... earring set,15.4,22.0,earring
145,"blue star, christmas tree, ... snowflake, angel & snowman nickel free earring set",7.2,16.0,earring
146,christmas bead double strand ... necklace & drop earring set,7.2,16.0,earring
147,lc lauren conrad owl stud ... earrings,9.8,14.0,earring
148,"snowflake, present & tree ... charm pendant necklace",7.2,16.0,necklace
149,filigree teardrop earrings,7.2,12.0,earring
150,simply vera vera wang ... crisscross cup chain cuff bracelet,18.0,30.0,bracelet
151,napier poinsettia pin,12.0,20.0,pin
152,mudd® two tone wood bead ... stretch bracelet set,8.4,14.0,bracelet
153,"blue bead & simulated stone ... ""best friends"" charm stretch bracelet set",13.99,24.0,bracelet
154,layered snowflake nickel free ... hoop earrings,5.4,12.0,earring
155,gingerbread men nickel free ... drop earrings,5.4,12.0,earring
156,bow & christmas tree drop ... earrings,4.5,10.0,earring
157,twist double u-hoop earrings,6.0,10.0,earring
158,lc lauren conrad braided ... herringbone chain bracelet,9.8,14.0,bracelet
159,lc lauren conrad cubic ... zirconia halo necklace,9.8,14.0,necklace
160,lc lauren conrad dachshund ... pendant necklace,9.8,14.0,necklace
161,lc lauren conrad geometric ... nickel free drop earrings,9.8,14.0,earring
162,simply vera vera wang blue ... cluster necklace,20.4,34.0,necklace
163,lc lauren conrad white round ... crackle nickel free stud earrings,8.4,12.0,earring
164,ornament drop earrings,4.5,10.0,earring
165,pet friends simulated crystal ... paw print disc drop earrings,8.0,16.0,earring
166,twist oval-hoop earrings,6.0,10.0,earring
167,gingerbread man ''baking ... spirits bright!'' pin,6.3,14.0,pin
168,gold tone colorful christmas ... tree pin,6.3,14.0,pin
169,holiday dogs pin,7.2,16.0,pin
170,lc lauren conrad pave cuff ... bracelet,9.8,14.0,bracelet
171,multistrand lariat tassel ... necklace,15.6,26.0,necklace
172,"silver tone cubic zirconia ... nickel free necklace, earrings & bracelet set",8.99,18.0,earring
173,lc lauren conrad leaf charm ... necklace,15.4,22.0,necklace
174,simply vera vera wang ... simulated pearl stud earrings,7.2,12.0,earring
175,simply vera vera wang blue ... hanging bead crisscross drop earrings,9.6,16.0,earring
176,mudd® four tone simulated ... crystal & simulated pearl filigree flower bib statement necklace,9.6,16.0,earring
177,textured holiday bow stretch ... ring,6.3,14.0,ring
178,lc lauren conrad love knot ... cuff bracelet,9.8,14.0,bracelet
179,lc lauren conrad pineapple ... pendant necklace,9.8,14.0,necklace
180,dana buchman hammered circle ... link statement necklace,22.4,32.0,necklace
181,girls 5-12 jojo siwa ... faux-suede heart & bow charm wrap choker necklace,7.2,12.0,earring
182,flower & simulated crystal ... statement necklace,17.0,34.0,necklace
183,red & green bell snowman & ... snowflake nickel free drop earrings,6.3,14.0,earring
184,lc lauren conrad heart stud ... earring set,9.99,22.0,earring
185,christmas charm circle pendant ... necklace,7.2,16.0,necklace
186,simply vera vera wang ... geometric threader earrings,10.8,18.0,earring
187,cubic zirconia nickel free ... solitaire stud earring set,8.99,18.0,earring
188,lc lauren conrad tree of life ... pendant necklace,9.8,14.0,necklace
189,lc lauren conrad front-back ... earrings,12.6,18.0,earring
190,lc lauren conrad ear climber ... earrings,12.6,18.0,earring
191,dana buchman simulated abalone ... teardrop earrings,12.6,18.0,earring
192,"lc lauren conrad beaded, woven ... & knotted bracelet set",11.2,16.0,bracelet
193,red ornament & green glitter ... bow christmas nickel free drop earrings,4.5,10.0,earring
194,simply vera vera wang feather ... nickel free drop earrings,13.2,22.0,earring
195,mudd® silver tone elephant ... charm & wood bead stretch bracelet set,9.6,16.0,bracelet
196,simulated crystal & pearl ... snowman nickel free drop earrings,5.4,12.0,earring
197,double strand rectangle & ... square necklace & drop earring set,11.7,26.0,earring
198,red & green ornament nickel ... free cluster drop earrings,5.4,12.0,earring
199,simulated crystal christmas ... tree pin,6.3,14.0,pin
200,lc lauren conrad crossover ... cuff bracelet,9.8,14.0,bracelet
201,dana buchman curved bar ... threader earrings,9.8,14.0,earring
202,"mudd® star, heart, & flower ... stud earring set",12.0,20.0,earring
203,red bow gift box nickel free ... drop earrings,4.5,10.0,earring
204,blue angel pin,6.3,14.0,pin
205,christmas charm & bells long ... necklace,7.2,16.0,necklace
206,lc lauren conrad silver x cuff ... bracelet,11.2,16.0,bracelet
207,napier textured halo round ... pendant necklace & stud earring set,15.0,,earring
208,lc lauren conrad flower stud ... earring set,11.2,16.0,earring
209,lc lauren conrad long ... medallion tassel pendant necklace,12.6,18.0,necklace
210,lc lauren conrad ball bead ... double strand choker necklace,12.6,18.0,necklace
211,lc lauren conrad rose gold ... tone bead charm bracelet set,12.6,18.0,bracelet
212,lc lauren conrad long teardrop ... & leaf layered necklace,15.4,22.0,earring
213,lc lauren conrad simulated ... crystal stud earring set,15.4,22.0,earring
214,"mudd® nickel free pineapple, ... ""love,"" bird & flower stud earring set",13.2,22.0,earring
215,"cubic zirconia cross pendant ... necklace, earring & bracelet set",8.99,18.0,earring
216,gold tone filigree teardrop ... earrings,5.4,12.0,earring
217,lc lauren conrad blue square ... stud earrings,8.4,12.0,earring
218,mudd® silver tone beaded & ... textured disc drop earring set,8.4,14.0,earring
219,simply vera vera wang knotted ... long multi strand necklace,27.6,46.0,necklace
220,lc lauren conrad star & stud ... earring set,9.99,22.0,earring
221,christmas glitter snowflake ... drop earrings,5.4,12.0,earring
222,jingle bell & snowflake charm ... two tone stretch bracelet,6.3,14.0,bracelet
223,"snowman, santa hat & christmas ... tree drop earring set",6.3,14.0,earring
224,two tone angel pin,6.3,14.0,pin
225,lc lauren conrad long ... mother-of-pearl teardrop pendant necklace,12.6,18.0,earring
226,lc lauren conrad bird stud ... earrings,7.0,10.0,earring
227,lc lauren conrad long double ... strand station necklace,12.6,18.0,necklace
228,silver tone simulated pearl ... stretch bracelet,7.2,12.0,earring
229,nickel free triple marquise ... drop earrings,8.4,14.0,earring
230,lc lauren conrad tri tone stud ... earring set,15.4,22.0,earring
231,lc lauren conrad long pink ... rectangle necklace,15.4,22.0,necklace
232,simply vera vera wang fireball ... & bead multi strand necklace,20.4,34.0,necklace
233,tri tone snowman pin,6.3,14.0,pin
234,simply vera vera wang ... simulated pearl knot necklace,22.8,38.0,earring
235,pet friends holiday lights dog ... pin,13.0,26.0,pin
236,dana buchman black bar drop ... earrings,14.0,20.0,earring
237,"two tone bead & ""faith, love"" ... charm bangle bracelet set",13.99,24.0,bracelet
238,1928 initial pendant necklace,11.625,,necklace
239,jennifer lopez textured ... vertical bar stretch ring,11.2,16.0,ring
240,cat striped stockings nickel ... free drop earrings,5.4,12.0,earring
241,lc lauren conrad crown stud ... earrings,8.4,12.0,earring
242,dana buchman love knot stud ... earrings,9.8,14.0,earring
243,lc lauren conrad hoop ... earrings,12.6,18.0,earring
244,silver tone holiday reindeer ... pin,6.3,14.0,pin
245,dana buchman infinity pendant ... necklace,19.6,28.0,necklace
246,silver tone angel pin,6.3,14.0,pin
247,lc lauren conrad long milgrain ... flower pendant necklace,12.6,18.0,necklace
248,pet friends simulated crystal ... paw print drop earrings,8.0,16.0,earring
249,christmas santa hat pave drop ... earrings,5.4,12.0,earring
250,simply vera vera wang stud ... earrings,7.2,12.0,earring
251,simulated crystal stretch ... bracelet,10.8,18.0,bracelet
252,mudd® tri-tone filigree ... teardrop earring set,7.2,12.0,earring
253,mudd® gold tone simulated ... crystal evil eye & hamsa link bead stretch bracelet set,9.6,16.0,bracelet
254,"unicorn, bow & star stud ... earring set",13.2,22.0,earring
255,"jingle bell, candy cane & tree ... drop earring set",6.3,14.0,earring
256,"jingle bell, star & bead ... stretch bracelet",6.3,14.0,bracelet
257,tri tone holiday dachshund ... pin,6.3,14.0,pin
258,jennifer lopez simulated ... crystal fringe drop earrings,15.4,22.0,earring
259,lc lauren conrad rose gold ... tone hook bangle bracelet,8.4,12.0,bracelet
260,simply vera vera wang oval ... drop earrings,8.4,14.0,earring
261,jennifer lopez simulated ... crystal hammered bangle bracelet set,21.0,30.0,bracelet
262,"pink bead & rose gold tone ... ""mom"" charm bangle bracelet set",13.99,24.0,bracelet
263,lc lauren conrad iridescent ... beaded lariat bracelet,9.8,14.0,bracelet
264,lc lauren conrad branch ... necklace,9.8,14.0,necklace
265,jennifer lopez long tassel ... filigree disc pendant necklace,23.8,34.0,necklace
266,lc lauren conrad cluster ... tassel nickel free drop earrings,9.8,14.0,earring
267,christmas charm circle pendant ... necklace,7.2,16.0,necklace
268,dana buchman snowflake pin,14.99,26.0,pin
269,christmas bead & candy cane ... stretch bracelet,6.3,14.0,bracelet
270,red & green jingle bells ... stretch ring,6.3,14.0,ring
271,jennifer lopez marquise hoop ... earrings,12.6,18.0,earring
272,lc lauren conrad long two tone ... leaf station necklace,12.6,18.0,necklace
273,simply vera vera wang filigree ... drop earrings,9.6,16.0,earring
274,mudd® textured elephant ... pendant necklace,9.6,16.0,necklace
275,beaded stretch bracelet set,10.8,18.0,bracelet
276,double snowflake pin,5.4,12.0,pin
277,mudd® leaf pendant necklace,10.8,18.0,necklace
278,pet friends simulated crystal ... paw print drop earrings,8.0,16.0,earring
279,simply vera vera wang faceted ... stone cluster drop earrings,8.4,14.0,earring
280,textured oval link long ... necklace,13.8,,necklace
281,cubic zirconia stud earring ... set,8.4,14.0,earring
282,napier simulated pearl ... cabochon clip on earrings,8.4,14.0,earring
283,lc lauren conrad cutout star ... compass necklace,8.4,12.0,necklace
284,mudd® two tone bead stretch ... bracelet set,8.4,14.0,bracelet
285,lc lauren conrad phone cord ... ponytail holder set,8.4,14.0,set
286,simply vera vera wang purple ... bead multi strand necklace,22.8,38.0,necklace
287,winter bead stretch bracelet,7.2,16.0,bracelet
288,"mudd® flower, quatrefoil & ... velvet choker necklace set",13.2,22.0,necklace
289,rose gold tone flower ring ... set,13.2,22.0,ring
290,ornament drop earrings,4.5,10.0,earring
291,gold tone poinsettia wreath ... pin,6.3,14.0,pin
292,dana buchman crosscross double ... oval hoop earrings,9.8,14.0,earring
293,lc lauren conrad unicorn ... pendant necklace,9.8,14.0,necklace
294,poinsettia nickel free stud ... earrings,5.4,12.0,earring
295,christmas stocking nickel free ... drop earrings,5.4,12.0,earring
296,simulated pearl multi strand ... necklace & stud earring set,15.6,26.0,earring
297,"silver tone ""snowballs"" ... snowman pin",6.3,14.0,pin
298,lc lauren conrad fan jacket ... earrings,12.6,18.0,earring
299,christmas stocking nickel free ... drop earrings,5.4,12.0,earring
300,simulated pearl multi strand ... necklace & stud earring set,15.6,26.0,earring
301,"silver tone ""snowballs"" ... snowman pin",6.3,14.0,pin
302,lc lauren conrad fan jacket ... earrings,12.6,18.0,earring
303,lc lauren conrad dyed quartz ... birthstone double strand necklace,12.6,18.0,necklace
304,simulated abalone christmas ... tree nickel free drop earring,5.4,12.0,earring
305,mudd® silver-tone simulated ... crystal peacock long pendant,10.8,18.0,other
306,lc lauren conrad filigree disc ... drop earrings,9.8,14.0,earring
307,lc lauren conrad openwork ... filigree butterfly drop earrings,9.8,14.0,earring
308,lc lauren conrad white flower ... openwork ring,9.8,14.0,ring
309,lc lauren conrad dachshund ... pendant necklace,9.8,14.0,necklace
310,jennifer lopez textured hoop ... earrings,9.8,14.0,earring
311,napier multi strand ... interlocked swirling teardrop pendant necklace,13.2,22.0,earring
312,simulated pearl & silver tone ... bell stretch bracelet,6.3,14.0,earring
313,silver tone christmas tree car ... pin,6.3,14.0,pin
314,snowflake pendant necklace & ... drop earring set,7.2,16.0,earring
315,mudd® silver-tone owl pendant,9.6,16.0,other
316,primrose 14k gold over silver ... twisted oval drop earrings,16.0,40.0,earring
317,silver tone simulated pearl & ... bead multistrand necklace,12.0,20.0,earring
318,mudd® two tone hoop earring ... set,7.2,12.0,earring
319,pet friends simulated crystal ... cat stud earrings,8.0,16.0,earring
320,lc lauren conrad bezel ... teardrop earrings,8.4,12.0,earring
321,lc lauren conrad runway ... collection round crackle stud earrings,8.4,12.0,earring
322,mudd® teal filigree nickel ... free teardrop earrings,8.4,14.0,earring
323,lc lauren conrad dinosaur ... pendant necklace,8.4,12.0,necklace
324,silver tone teardrop earrings,5.4,12.0,earring
325,simply vera vera wang blue ... teardrop & marquise stretch bracelet,15.6,26.0,earring
326,silver tone simulated pearl ... long necklace,10.8,18.0,earring
327,dana buchman pave teardrop ... hoop earrings,14.0,20.0,earring
328,dana buchman graduated linear ... earrings,14.0,20.0,earring
329,lc lauren conrad dinosaur ... nickel free stud earrings,7.0,10.0,earring
330,lc lauren conrad teardrop ... nickel free stud earrings,7.0,10.0,earring
331,lc lauren conrad crackle ... teardrop double strand necklace,12.6,18.0,earring
332,lc lauren conrad simulated ... birthstone ring set,9.8,14.0,ring
333,lc lauren conrad leaf ring,9.8,14.0,ring
334,lc lauren conrad giraffe ... pendant necklace,9.8,14.0,necklace
335,lc lauren conrad beaded ... adjustable friendship bracelet,9.8,14.0,bracelet
336,glittery snowflake nickel free ... drop earrings,5.4,12.0,earring
337,jingle bell cluster drop ... earrings,5.4,12.0,earring
338,simply vera vera wang ... simulated crystal elephant pin,14.99,26.0,pin
339,dana buchman circle drop ... earrings,11.2,16.0,earring
340,simply vera vera wang ... simulated crystal nickel free drop earrings,8.4,14.0,earring
341,simply vera vera wang blue ... simulated crystal stud earrings,8.4,14.0,earring
342,lc lauren conrad quartz nickel ... free rectangle stud earrings,8.4,12.0,earring
343,lc lauren conrad layered stick ... & square necklace,16.8,24.0,necklace
344,holiday bead charm bracelet,6.3,14.0,bracelet
345,simulated pearl double-hoop ... earrings,6.0,10.0,earring
346,"mudd® simulated turquoise owl, ... textured & cabochon ring set",13.2,22.0,ring
347,christmas light bulb long ... necklace,7.2,16.0,necklace
348,santa snowmen nickel free drop ... earrings,5.4,12.0,earring
349,napier j-hoop earrings,10.8,18.0,earring
350,primrose 14k gold over silver ... tube hoop earrings,16.0,40.0,earring
351,primrose 14k gold over silver ... thin polished hoop earrings,16.0,40.0,earring
352,lc lauren conrad tri tone open ... marquise drop earrings,9.8,14.0,earring
353,"lc lauren conrad ""i am loved"" ... heart cuff bracelet",9.8,14.0,earring
354,lc lauren conrad unicorn ... pendant necklace,9.8,14.0,necklace
355,lc lauren conrad elephant ... pendant necklace,9.8,14.0,necklace
356,poinsettia charm stretch ... bracelet,6.3,14.0,bracelet
357,christmas wreath pin,6.3,14.0,pin
358,napier love knot stud ... earrings,6.0,10.0,earring
359,mudd® clock charm pendant,8.4,14.0,other
360,lc lauren conrad beaded ... double-stranded choker necklace,12.6,18.0,necklace
361,lc lauren conrad openwork ... butterfly nickel free dangle earrings,8.4,12.0,earring
362,"blue bead & silver tone ... ""believe"" charm bangle bracelet set",13.99,24.0,bracelet
363,napier clip on hoop earrings,9.6,16.0,earring
364,simply vera vera wang beaded ... stretch bracelet set,15.6,26.0,bracelet
365,croft & barrow® replacement ... earring backing set,5.4,6.0,earring
366,lc lauren conrad filigree ... dangle earrings,11.2,16.0,earring
367,dana buchman circle drop ... earrings,11.2,16.0,earring
368,lc lauren conrad leaf charm ... necklace,15.4,22.0,necklace
369,dana buchman hammered disc ... drop earrings,11.2,16.0,earring
370,oval link & disc necklace,12.0,20.0,necklace
371,napier wreath pin,12.0,20.0,pin
372,pet friends simulated crystal ... cat stud earrings,8.0,16.0,earring
373,simply vera vera wang red ... stone drop earrings,12.0,20.0,earring
374,silver tone blue simulated ... crystal & cubic zirconia flower motif ring,12.0,20.0,ring
375,mudd® dream catcher necklace,12.0,20.0,necklace
376,primrose 14k gold over silver ... filigree teardrop earrings,24.0,60.0,earring
377,dana buchman blue & green ... simulated crystal hummingbird pin,14.99,26.0,pin
378,lc lauren conrad textured ... heart midi ring,7.0,10.0,earring
379,two tone necklace extender ... set,10.8,12.0,necklace
380,simply vera vera wang hoop ... earrings,10.8,18.0,earring
381,simulated pearl coil bracelet,13.2,22.0,earring
382,"mudd® flower, bird, butterfly, ... owl, leaf & feather earring set",13.2,22.0,earring
383,napier simulated crystal ... snowflake burst clip-on earrings,10.8,18.0,earring
384,lc lauren conrad hoop ... earrings,9.8,14.0,earring
385,lc lauren conrad butterfly ... drop earrings,9.8,14.0,earring
386,lc lauren conrad pink ... butterfly bracelet,8.4,12.0,bracelet
387,napier simulated crystal ... popcorn chain necklace,16.8,28.0,necklace
388,napier drop earrings,8.4,14.0,earring
389,dana buchman cubic zirconia ... solitaire earrings,9.8,14.0,earring
390,lc lauren conrad pineapple ... pendant,9.8,14.0,pin
391,lc lauren conrad two tone ... triple heart necklace,8.4,12.0,earring
392,napier simulated pearl halo ... drop earrings,8.4,14.0,earring
393,silver-tone simulated pearl & ... simulated crystal stretch bracelet set,8.4,14.0,earring
394,dana buchman geometric pendant ... necklace,19.6,28.0,necklace
395,mudd® beadedstretch bracelet,8.4,14.0,bracelet
396,"mudd® silver tone filigree ... disc, bead linear & thread-wrapped drop earring set",8.4,14.0,earring
397,napier black coil choker ... necklace,16.8,28.0,necklace
398,silver tone square pendant & ... drop earring set,9.0,20.0,earring
399,apt. 9® cubic zirconia stud ... earring set,8.99,18.0,earring
400,double bell pendant necklace,7.2,16.0,necklace
401,filigree teardrop earrings,7.2,12.0,earring
402,napier silver tone simulated ... crystal linear drop earrings,9.6,16.0,earring
403,hoop earrings,7.2,12.0,earring
404,simply vera vera wang green ... simulated crystal teardrop earrings,9.6,16.0,earring
405,napier silver tone pendant & ... stud earring set,14.4,24.0,earring
406,napier silver tone engraved ... simulated crystal clip-on stud earrings,9.6,16.0,earring
407,simply vera vera wang pink ... simulated crystal cluster necklace,22.8,38.0,necklace
408,striped candy cane & green bow ... holiday pin,6.3,14.0,pin
409,3-pack silicone rings,12.6,14.0,ring
410,"lc lauren conrad cubic ... zirconia ""mom"" multistrand nickel free bracelet",12.6,18.0,bracelet
411,replacement disc & post ... earring back set,5.4,6.0,earring
412,lc lauren conrad geometric ... stud earring set,12.6,18.0,earring
413,simulated crystal christmas ... tree charm nickel free drop earrings,5.4,12.0,earring
414,lc lauren conrad simulated ... crystal leaf necklace,12.6,18.0,necklace
415,christmas charm bangle ... bracelet set,6.3,14.0,bracelet
416,pet friends simulated crystal ... cat drop earrings,8.0,16.0,earring
417,primrose 14k gold over silver ... 3-pair ball stud earring set,16.0,40.0,earring
418,lc lauren conrad crisscross ... ring,8.4,12.0,ring
419,lc lauren conrad knotted heart ... ring,8.4,12.0,earring
