,product_name,price
4625,bony levy diamond pendant necklace (trunk show exclusive),3995.0
4626,bony levy square diamond pendant necklace (trunk show exclusive),5995.0
4627,bony levy diamond & emerald pendant necklace (trunk show exclusive),1450.0
4628,bony levy sapphire & diamond drop earrings (trunk show exclusive),2395.0
4629,bony levy diamond & ruby band ring (trunk show exclusive),3095.0
4630,bony levy 14k gold chain band ring (trunk show exclusive),950.0
4631,bony levy oval signet ring (trunk show exclusive),2195.0
4632,bony levy 14k gold band ring (trunk show exclusive),695.0
4633,bony levy skinny diamond bangle (trunk show exclusive),6150.0
4634,tory burch 56mm logo t cat eye sunglasses,170.0
4635,vince camuto pavé stud earrings,38.0
4636,"michael kors pyper leather strap watch, 38mm",150.0
4637,"rebecca minkoff major leather strap watch, 35mm",115.0
4638,michael kors access runway smart watch wireless charger,25.0
4639,"adidas district milanese bracelet watch, 40mm",150.0
4640,"adidas district milanese bracelet watch, 40mm",150.0
4641,"kate spade new york metro rose leather strap watch, 38mm",225.0
4642,vince camuto danish garden long sunburst pendant necklace,42.0
4643,"tory burch sawyer reversible leather strap watch, 29mm",225.0
4644,"marc jacobs classic silicone strap watch, 36mm",150.0
4645,bony levy solitaire engagement ring setting (nordstrom exclusive),1195.0
4646,bony levy pavé diamond halo round engagement ring setting (nordstrom exclusive),2495.0
4647,tumi voyageur osona 16-inch compact carry-on,575.0
4648,"adidas process silicone strap watch, 38mm",75.0
4649,rebecca minkoff feminista iphone 7/8 & 7/8 plus case,35.0
4650,lagos caviar gold ball stretch bracelet,1500.0
4651,kate spade new york touchscreen smartwatch charger,25.0
4652,"adidas district milanese bracelet watch, 40mm",150.0
4653,tumi merge - 22-inch continental expandable rolling carry-on,459.0
4654,tom ford marissa 52mm sunglasses,560.0
4655,"adidas cypher bracelet watch, 42mm",190.0
4656,monica vinader siren mini stud earrings,115.0
4657,"ted baker london graham leather strap watch, 40mm",145.0
4658,rebecca minkoff galaxy icon glitterfall iphone 7/8 & 7/8 plus case,40.0
4659,bony levy kiera diamond bar pendant necklace (nordstrom exclusive),1795.0
4660,"kate spade new york holland leather strap watch, 34mm",225.0
4661,lagos caviar talisman beaded band ball pendant necklace,595.0
4662,lagos signature caviar button omega post earrings,275.0
4663,bony levy diamond pendant necklace (nordstrom exclusive),1495.0
4664,bony levy multistrand diamond pendant necklace (nordstrom exclusive),1195.0
4665,bony levy diamond layered necklace (nordstrom exclusive),1095.0
4666,"tory burch gigi double wrap leather strap watch, 28mm",225.0
4667,lagos diamond lux triple station collar necklace,2.0
4668,"tory burch classic chronograph bracelet watch, 37.5mm",395.0
4669,"kate spade new york daisy chain crystal watch, 20mm",325.0
4670,marc jacobs 58mm round sunglasses,195.0
4671,lagos caviar & pearl stud earrings,425.0
4672,monica vinader siren thin cuff bracelet,275.0
4673,monica vinader nura large reef pendant charm,225.0
4674,ted baker london large albany rolling duffel bag,395.0
4675,david yurman barrels chain drop earrings with diamonds in 18k gold,2250.0
4676,lagos luna pearl single station caviar bracelet,2.0
4677,lagos derby caviar link necklace,650.0
4678,lagos derby caviar stud earrings,450.0
4679,lagos caviar spark diamond band ring,1100.0
4680,lagos 'signature caviar' omega drop earrings,350.0
4681,lagos 'black caviar' 5mm beaded diamond bar necklace,2500.0
4682,lagos 'caviar icon' stud earrings,495.0
4683,lagos 'rare wonders - ladybug' long talisman necklace,350.0
4684,david yurman petite pavé oval ring with diamonds,295.0
4685,lagos 'luna' pearl necklace,400.0
4686,kendra scott airella necklace,110.0
4687,marc jacobs 57mm round aviator sunglasses,160.0
4688,lagos signature caviar & diamond pavé crossover ring,1000.0
4689,lagos luna pearl single station bracelet,2.0
4690,david yurman tides 3-station bracelet with diamonds,2100.0
4691,david yurman tides three station bracelet in 18k yellow gold with diamonds,5700.0
4692,david yurman tides 3-row cuff bracelet with diamonds,2450.0
4693,sole society dawson oversize faux leather shopper,64.95
4694,david yurman cable bracelet in 18k gold with diamonds,4800.0
4695,marc jacobs 53mm cat eye sunglasses,230.0
4696,monica vinader baja deco friendship bracelet,4.5
4697,marc jacobs sport nylon fanny pack,250.0
4698,topshop sno intarsia knit ear warmer headband,22.0
4699,vince camuto pavé double link drop earrings,42.0
4700,tory burch riviere crystal collar necklace,298.0
4701,ted baker london eirra princess sparkle pendant necklace,79.0
4702,pavé crystal teardrop huggie earrings,49.0
4703,halogen® tapered hoop earrings,35.0
4704,rebecca minkoff cyndi 54mm studded sunglasses,128.0
4705,bony levy diamond pavé triangle pendant necklace (nordstrom exclusive),875.0
4706,bony levy diamond lattice bracelet (nordstrom exclusive),1395.0
4707,bony levy small paperclip earrings (nordstrom exclusive),475.0
4708,bony levy oval diamond stacking ring (nordstrom exclusive),1695.0
4709,bony levy oval earrings (nordstrom exclusive),350.0
4710,kate spade new york phone triple sticker pocket,28.0
4711,bp. 55mm check round sunglasses,14.0
4712,rag & bone field leather messenger bag,695.0
4713,lagos signature caviar gold cap drop earrings,750.0
4714,lagos signature caviar long pendant necklace,750.0
4715,lagos signature caviar stone cap drop earrings (nordstrom exclusive),750.0
4716,lagos signature caviar smooth teardrop earrings,300.0
4717,lagos signature caviar pendant necklace,600.0
4718,lagos square caviar hoop earrings,325.0
4719,quay australia 49mm showdown oval sunglasses,50.0
4720,leith 52mm pointed cat eye sunglasses,19.0
4721,bp. 49mm flat top rectangular sunglasses,14.0
4722,bp. 48mm cat eye sunglasses,14.0
4723,madewell desert sunset statement necklace,35.0
4724,tory burch gardening tool charm bracelet,198.0
4725,tory burch snack charm necklace,198.0
4726,bony levy long rolo chain necklace (nordstrom exclusive),425.0
4727,"adidas process silicone strap watch, 38mm",75.0
4728,nordstrom pavé sunburst pendant necklace,59.0
4729,ted baker london dottie silk cape scarf,175.0
4730,david yurman cable pavé band ring with diamonds,1500.0
4731,david yurman cable stack ring in 18k rose gold with diamonds,750.0
4732,david yurman tides statement ring with pavé diamond plate,2600.0
4733,ted baker london 55mm aviator sunglasses,149.0
4734,bp. 48mm mini wide oval metal sunglasses,14.0
4735,leith 52mm angular cat eye sunglasses,19.0
4736,"adidas archive digital bracelet watch, 36mm",130.0
4737,rebecca minkoff hey mama iphone x/xs case,35.0
4738,tory burch classic stacked 51mm sunglasses,155.0
4739,bony levy prism large stackable diamond ring (nordstrom exclusive),695.0
4740,bony levy link line bracelet (nordstrom exclusive),495.0
4741,lagos bold caviar flat drop pendant,550.0
4742,lagos north star diamond omega earrings,1350.0
4743,rag & bone leather belt bag,450.0
4744,lagos 'love knot' hoop earrings,350.0
4745,lagos 'enso' caviar hoop earrings,795.0
4746,"david yurman bracelet with semiprecious stones, 10mm",3.0
4747,lagos 'caviar' diamond hoop earrings,2800.0
4748,kate spade new york small cameron street - sara leather satchel,298.0
4749,monica vinader gold baja facet bracelet,395.0
4750,monica vinader baja skinny diamond stacking ring,2.0
4751,kate spade new york joshelle 60mm aviator sunglasses,160.0
4752,kate spade new york joshelle 60mm aviator sunglasses,160.0
4753,"marc jacobs classic leather strap watch, 36mm",195.0
4754,monica vinader engravable signature thin bangle,6.5
4755,david yurman 'petite pavé' ring with sapphires,950.0
4756,lagos mini caviar™ rope necklace,895.0
4757,ted baker london 52mm round sunglasses,159.0
4758,monica vinader riva mini pod vermeil diamond ring,3.0
4759,monica vinader engravable siren large pendant charm,0.5
4760,david yurman 'waverly' bracelet with semiprecious stones & gems,3500.0
4761,monica vinader baja deco wrist cuff,3.5
4762,bony levy flower diamond pendant necklace (trunk show exclusive),1995.0
4763,bony levy twist diamond hoop earrings (trunk show exclusive),3495.0
4764,bony levy diamond & aquamarine ring (trunk show exclusive),2695.0
4765,bony levy 14k chain band ring (trunk show exclusive),895.0
4766,bony levy princess diamond ring (trunk show exclusive),2395.0
4767,bony levy diamond pendant necklace (trunk show exclusive),2495.0
4768,"marc jacobs vic leather strap watch, 20mm",225.0
4769,"ted baker london elena leather strap watch, 30mm",135.0
4770,"rebecca minkoff t-bar bracelet strap watch, 33mm",175.0
4771,kate spade new york lisanne 50mm special fit round sunglasses,180.0
4772,"adidas district milanese bracelet watch, 40mm",150.0
4773,"adidas process silicone strap watch, 38mm",75.0
4774,"tory burch sawyer reversible leather strap watch, 29mm",225.0
4775,vince camuto scalloped slider necklace,38.0
4776,vince camuto g wraparound ring,28.0
4777,lagos ksl pyramid lariat necklace,1000.0
4778,"marc jacobs classic silicone strap watch, 36mm",150.0
4779,"michael kors lauryn bracelet watch, 33mm",250.0
4780,"rebecca minkoff billie bracelet watch, 34mm",175.0
4781,monica vinader diamond signature wide ring,2.5
4782,monica vinader signature diamond bangle,5.0
4783,ted baker london iguazu skinny scarf,69.0
4784,lagos gold & black caviar rope necklace,1500.0
4785,lagos gold & black caviar bead bracelet,4000.0
4786,lagos gold & black caviar pavé diamond wrap bracelet,1500.0
4787,lagos caviar bars & cages chain necklace,795.0
4788,lagos beaded caviar necklace,3000.0
4789,quay australia lady luck 60mm cat eye sunglasses,60.0
4790,"adidas process bracelet watch, 38mm",100.0
4791,ted baker london 28-inch spinner trolley packing case,375.0
4792,"michael kors sofie chronograph bracelet watch, 39mm",295.0
4793,rag & bone corded stripe poncho,295.0
4794,bony levy amara small diamond hoop earrings (nordstrom exclusive),2595.0
4795,nordstrom multirow pavé huggie earrings,39.0
4796,lagos caviar talisman ball drop earrings,595.0
4797,lagos bold caviar medium flat drop earrings,350.0
4798,lagos signature caviar horizontal ellipse ring,250.0
4799,lagos beloved diamond pavé heart chain necklace,750.0
4800,lagos lux diamond hoop earrings,1500.0
4801,lagos luxe pavé diamond 9mm bracelet,1350.0
4802,monica vinader nura cocktail earrings,995.0
4803,"tory burch reva logo dial bracelet watch, 28mm",275.0
4804,ted baker london medium beau bow embossed four-wheel 27-inch trolley suitcase,395.0
4805,"tory burch surrey leather strap watch, 22mm x 23.5mm",275.0
4806,lagos caviar diamond fluted drop earrings,1450.0
4807,"tory burch phipps leather strap watch, 29mm x 41mm",250.0
4808,monica vinader siren bezel pendant charm,95.0
4809,paige gabrielle silk scarf,68.0
4810,bony levy iris double semiprecious stone & diamond ring (nordstrom exclusive),850.0
4811,"boss commander multifunction bracelet watch, 41mm",345.0
4812,lagos derby caviar bracelet,4.0
4813,lagos signature caviar star of david pendant necklace,350.0
4814,lagos ksl long pyramid station necklace,750.0
4815,lagos 'caviar icon' linear drop earrings,700.0
4816,lagos 'luna' pearl diamond stud earrings,850.0
4817,monica vinader 'fiji' diamond station bracelet,2950.0
4818,lagos 'newport' diamond knot bracelet,995.0
4819,lagos diamond caviar stud earrings,3.0
4820,lagos diamond stacking ring,1.0
4821,lagos 'ksl' pyramid pendant necklace,575.0
4822,lagos 'enso' two-tone rope caviar™ bracelet,850.0
4823,lagos caviar stud earrings,250.0
4824,lagos 'enso' pendant caviar rope necklace,595.0
4825,lagos 'enso - circle game' diamond stud earrings,1700.0
4826,lagos 'hearts of lagos - new york' long pendant necklace,595.0
4827,lagos long pendant necklace,300.0
4828,lagos sterling silver caviar 7mm rope necklace,6.0
4829,lagos oval rope caviar bracelet,4.5
4830,tom ford fausto 53mm flat top sunglasses,445.0
4831,lagos signature caviar crossover ring (nordstrom exclusive),600.0
4832,frye melissa leather crossbody bag,198.0
4833,monica vinader engravable ziggy pendant charm,115.0
4834,monica vinader engravable signature bangle,5.0
4835,nike sportswear heritage86 women's cap,18.0
4836,nordstrom pavé coil ring,59.0
4837,david yurman 'châtelaine' bracelet with garnet in 18k gold,1350.0
4838,david yurman 'starburst' ring with diamonds in gold,2300.0
4839,marc jacobs 59mm navigator sunglasses,160.0
4840,lagos caviar color hinge wrist cuff,3.0
4841,kate spade new york brooklynite iphone x/xs/xs max & xr case,45.0
4842,eileen fisher cashmere blend scarf,198.0
4843,eileen fisher marled organic cotton beanie,78.0
4844,tory burch wishbone sterling silver ring,148.0
4845,lagos black caviar diamond 3-row hoop earrings,1000.0
4846,leith angular 56mm cat eye sunglasses,19.0
4847,monica vinader riva waterfall diamond necklace,595.0
4848,bony levy two-tone diamond drop earrings (nordstrom exclusive),1095.0
4849,bony levy diamond inset small hoop earrings (nordstrom exclusive),1595.0
4850,tory burch multihoop pearl earrings,178.0
4851,"david yurman cable classics bracelet with semiprecious stones & diamonds, 5mm",3600.0
4852,bp. 50mm mini cat eye sunglasses,14.0
4853,bp. 50mm oval sunglasses,14.0
4854,lagos signature caviar long diamond pendant necklace,1650.0
4855,lagos signature caviar long pendant necklace (nordstrom exclusive),700.0
4856,leith 54mm exaggerated mini cat eye sunglasses,19.0
4857,leith 52mm pointed cat eye sunglasses,19.0
4858,bp. 50mm retro oval sunglasses,14.0
4859,rag & bone addison beanie,95.0
4860,madewell etched sun necklace,48.0
4861,tory burch revo 57mm polarized square sunglasses,195.0
4862,bony levy triple-row diamond ring (nordstrom exclusive),1425.0
4863,david yurman châtelaine® big color pendant necklace,2900.0
4864,david yurman helena statement ring with 18k gold and diamonds,2500.0
4865,bp. 56mm flat mirrored aviator sunglasses,14.0
4866,bp. 45mm square sunglasses,14.0
4867,leith 54mm flat top sunglasses,19.0
4868,"adidas process leather strap watch, 38mm",100.0
4869,"adidas process bracelet watch, 38mm",100.0
4870,tory burch 59mm aviator sunglasses,155.0
4871,bony levy mila large hammered diamond stack ring (nordstrom exclusive),950.0
4872,bony levy ofira 14k gold coil wrap ring (nordstrom exclusive),495.0
4873,lagos signature gifts beaded band earrings,350.0
4874,lagos caviar talisman beaded cage ball pendant necklace,1250.0
4875,lagos signature gifts marquee ball pendant necklace,695.0
4876,gorjana nora hammered shard hoop earrings,70.0
4877,rag & bone ellis bucket hat,150.0
4878,lagos beloved drop earrings,550.0
4879,tory burch geo multi charm necklace,228.0
4880,"rebecca minkoff major mesh strap watch, 35mm",175.0
4881,tory burch divine message rectangular bracelet,228.0
4882,bp. multicolor faux fur earmuffs,19.0
4883,tom ford jacquelyn 64mm cat eye sunglasses,475.0
4884,monica vinader engravable large linear friendship bracelet,195.0
4885,kate spade new york kingston drive - alena leather satchel,398.0
4886,"movado 'bold' bracelet watch, 32mm",550.0
4887,monica vinader nura vermeil diamond drop earrings,995.0
4888,lagos 'luna' double strand pearl station necklace,400.0
4889,lagos 'newport' diamond knot earrings,795.0
4890,lagos 'enso' caviar™ rope bracelet,495.0
4891,lagos 'derby' buckle ring,175.0
4892,halogen® imitation pearl buckle leather belt,49.0
4893,tom ford 53mm rectangle sunglasses,415.0
4894,rebecca minkoff cat eye sunnies print leather pouch,75.0
4895,lagos caviar spark diamond bar chain bracelet,3.5
4896,kate spade new york kya 49mm reading glasses,68.0
4897,kate spade new york 'amaras' 55mm sunglasses,160.0
4898,rag & bone flight leather belt,250.0
4899,frame velvet belt,185.0
4900,bp. 51mm cat eye sunglasses,14.0
4901,nordstrom chiffon cover-up kimono,29.0
4902,david yurman 'châtelaine' bracelet with diamonds,595.0
4903,monica vinader riva diamond hero wave cuff bracelet,5.0
4904,lagos 'caviar gold' bracelet,4.5
4905,monica vinader ava diamond button ring,395.0
4906,lagos 'caviar color' square semiprecious stone drop earrings,495.0
4907,bony levy bubble diamond ring (trunk show exclusive),3995.0
4908,bony levy diamond pendant necklace (trunk show exclusive),2395.0
4909,bony levy diamond & aquamarine pendant necklace (trunk show exclusive),2695.0
4910,bony levy diamond bubble necklace (trunk show exclusive),1195.0
4911,bony levy round signet ring (trunk show exclusive),2395.0
4912,bony levy 14k gold band ring (trunk show exclusive),725.0
4913,bony levy 14k three bar pendant necklace (trunk show exclusive),725.0
4914,bony levy circle of life diamond ring (trunk show exclusive),1495.0
4915,bony levy teardrop diamond pendant necklace (trunk show exclusive),2895.0
4916,bony levy diamond pendant necklace (trunk show exclusive),2195.0
4917,bony levy diamond line bangle (trunk show exclusive),2795.0
4918,"rebecca minkoff t-bar bracelet strap watch, 33mm",175.0
4919,"boss jillian ultra slim leather strap watch, 40mm",195.0
4920,"michael kors runway multifunction ceramic bracelet, 38mm",325.0
4921,vince camuto pavé link stud earrings,28.0
4922,"rebecca minkoff major bracelet watch, 35mm",175.0
4923,"michael michael kors access runway smart watch, 41mm",295.0
4924,rebecca minkoff patti1 49mm round sunglasses,158.0
4925,"adidas process silicone strap watch, 38mm",75.0
4926,adidas proshift 52mm mirrored sport sunglasses,139.0
4927,tom ford 132mm atticus shield sunglasses,495.0
4928,lagos caviar gold ring,1000.0
4929,"rebecca minkoff bffl studded leather strap watch, 36mm",175.0
4930,"tory burch jacques leather strap watch, 28mm x 33mm",275.0
4931,ted baker london melody pom leather shoulder bag,295.0
4932,"tory burch gemini link square leather strap watch, 18mm",195.0
4933,monica vinader siren green onyx thin cuff bracelet,295.0
4934,lagos signature caviar curved linear earrings,325.0
4935,quay australia see me smile 50mm cat eye sunglasses,55.0
4936,lagos caviar gold bold wide rope bracelet,8500.0
4937,lagos caviar gold rope necklace,4.0
4938,ted baker london medium splendour print 28-inch hard shell spinner suitcase,448.0
4939,ted baker london large versailles 32-inch hard shell spinner suitcase,498.0
4940,"adidas process silicone strap watch, 38mm",75.0
4941,"adidas district leather strap watch, 40mm",160.0
4942,"tory burch gigi leather strap watch, 36mm",225.0
4943,"tory burch gigi leather strap watch, 36mm",225.0
4944,lagos caviar gold bold dome ring,1800.0
4945,bp. 51mm cat eye sunglasses,14.0
4946,ted baker london 33-inch spinner trolley packing case,395.0
4947,"adidas district leather strap watch, 40mm",130.0
4948,"ted baker london trent leather strap watch, 43mm",155.0
4949,rebecca minkoff fan print print iphone 7/8 & 7/8 plus case,35.0
4950,"tory burch phipps leather strap watch, 29mm x 41mm",295.0
4951,bony levy mila diamond station hoop earrings (nordstrom exclusive),1495.0
4952,"marc jacobs henry leather strap watch, 26mm",195.0
4953,"rebecca minkoff major leather strap watch, 40mm",125.0
4954,lagos caviar spark diamond drop earrings,1500.0
4955,lagos beloved ellipse ring,450.0
4956,lagos caviar spark long diamond drop earrings,2500.0
4957,lagos caviar spark diamond bar necklace,1600.0
4958,lagos torsade long station link necklace,1350.0
4959,kate spade new york flying colors rock candy long station necklace,128.0
4960,lagos oval caviar rope bracelet,950.0
4961,ted baker london 57mm mirrored sunglasses,149.0
4962,"tory burch phipps leather strap watch, 29mm x 41mm",250.0
4963,"tory burch reva logo dial leather strap watch, 36mm",225.0
4964,lagos caviar icon hematite necklace,1000.0
4965,lagos caviar linear earrings,275.0
4966,"rebecca minkoff major stud leather strap watch, 35mm",125.0
4967,paige gabrielle silk scarf,68.0
4968,lagos derby caviar connector link bracelet,3.0
4969,lagos signature caviar cross pendant necklace,350.0
4970,monica vinader signature petite diamond bangle,5.0
4971,lagos caviar spark diamond square ring,495.0
4972,lagos caviar spark diamond square stud earrings,695.0
4973,lagos lsl pyramid station lariat necklace,650.0
4974,lagos enso long pendant necklace,1000.0
4975,lagos enso pendant necklace,400.0
4976,lagos 'white caviar' rope bracelet,2.5
4977,lagos 'love knot' diamond stud earrings,1500.0
4978,"michael kors 'slim runway' bracelet watch, 42mm",195.0
4979,lagos caviar rope bracelet,4950.0
4980,lagos 'link' caviar chain necklace,925.0
4981,lagos 'enso' two-tone rope caviar bracelet,895.0
4982,lagos 'luna' long micro bead & pearl necklace,500.0
4983,lagos 'hearts of lagos - seattle' reversible pendant necklace,225.0
4984,lagos black caviar diamond two-side bracelet,1.0
4985,lagos diamond lux black diamond large station bracelet,1.0
4986,lagos 'black & white caviar' bracelet,350.0
4987,rag & bone jet leather belt,165.0
4988,lagos 'signature caviar' diamond rope bracelet,5.0
4989,monica vinader linear semiprecious stone friendship bracelet,295.0
4990,lagos 'caviar color' medium semiprecious stone ring,6.5
4991,marc jacobs 60mm aviator sunglasses,120.0
4992,marc jacobs 59mm navigator sunglasses,160.0
4993,marc jacobs 56mm round sunglasses,180.0
4994,rag & bone fisherman cap,195.0
4995,rag & bone straw panama hat,230.0
4996,rag & bone yorke cashmere beanie,150.0
4997,madewell tiered tassel earrings,25.0
4998,madewell set of 5 filament stacking rings,28.0
4999,madewell stembend ear jackets,25.0
5000,madewell arrowstack necklace,55.0
5001,madewell perfect textured rib beanie,32.0
5002,madewell hoop earrings,24.0
5003,tory burch rory leather tote,798.0
5004,tory burch t wire 60mm cat eye sunglasses,180.0
5005,ted baker london relliee floral cosmetics case,55.0
5006,ted baker london lotta bow leather card case,69.0
5007,ted baker london aillie ruffle faux leather cosmetics bag,55.0
5008,ted baker london caffara bow cosmetics case,55.0
5009,ted baker london berrett floral cosmetics case,49.0
5010,bony levy chevron post earrings (nordstrom exclusive),95.0
5011,bony levy ofira bold gold ring (nordstrom exclusive),695.0
5012,rag & bone jonie colorblock scarf,225.0
5013,kate spade new york jeweled champagne iphone x/xs/xs max & xr case,50.0
5014,leith cat eye shield sunglasses,19.0
5015,madewell the zip top transport genuine calf hair crossbody bag,158.0
5016,madewell the leather pouch wallet in glitter,29.5
5017,nordstrom mesh cubic zirconia necklace,149.0
5018,nordstrom open circle link cubic zirconia earrings,39.0
5019,nordstrom double circle cubic zirconia pendant necklace,69.0
5020,nordstrom triple circular cubic zirconia drop earrings,49.0
5021,nordstrom double circle cubic zirconia pendant necklace,69.0
5022,nordstrom cubic zirconia collar necklace,79.0
5023,nordstrom double circle cubic zirconia necklace,89.0
5024,nordstrom cubic zirconia y-necklace,179.0
5025,nordstrom pavé cubic zirconia hoop earrings,89.0
5026,nordstrom cubic zirconia cluster stud earrings,39.0
5027,nordstrom cubic zirconia teardrop earrings,119.0
5028,nordstrom cubic zirconia chandelier earrings,119.0
5029,nordstrom baguette cubic zirconia slider bracelet,79.0
5030,nordstrom cubic zirconia station necklace,89.0
5031,nordstrom orbital cubic zirconia drop earrings,69.0
5032,nordstrom open circle cubic zirconia double hoop earrings,39.0
5033,nordstrom cubic zirconia teardrop earrings,119.0
5034,treasure & bond inlaid stone tablet y-necklace,35.0
5035,treasure & bond layered necklace,35.0
5036,treasure & bond inlaid stone disc drop earrings,25.0
5037,treasure & bond layered necklace,35.0
5038,treasure & bond tri-tone huggie hoop earrings,25.0
5039,treasure & bond layered necklace,49.0
5040,treasure & bond layered charm & snake chain necklace,49.0
5041,halogen® teardrop & metal disc pendant,39.0
5042,halogen® metal droplet station necklace,39.0
5043,halogen® concave disc drop earrings,29.0
5044,halogen® snake chain tassel pendant,39.0
5045,halogen® swirled circle drop earrings,29.0
5046,eileen fisher stripe cashmere & wool glovelettes,98.0
5047,eileen fisher cashmere & wool scarf,218.0
5048,eileen fisher cashmere blend beanie,118.0
5049,bp. 3-pack crystal stud earrings,14.0
5050,eileen fisher cotton knit glovelettes,78.0
5051,leith faux fur hat,32.0
5052,rebecca minkoff iridescent passport case,75.0
5053,ted baker london wrenna crystal wisteria bracelet,199.0
5054,tory burch miller canvas clutch,248.0
5055,rebecca minkoff stevie1 54mm oval sunglasses,98.0
5056,bp. mesh tassel earrings,20.0
5057,kate spade new york taxi scarf,88.0
5058,kendra scott lee diamond & gold drop earrings,1500.0
5059,kate spade new york mini pavé horseshoe pendant necklace,58.0
5060,kate spade new york door knocker hoop earrings,78.0
5061,lagos ksl beaded hoop earrings,650.0
5062,bony levy citrine eternity band color ring (nordstrom exclusive),1295.0
5063,bony levy double circle diamond pendant necklace (nordstrom exclusive),1250.0
5064,bony levy large triple hoop earrings (nordstrom exclusive),795.0
5065,ted baker london 53mm square cat eye sunglasses,159.0
5066,ted baker london 57mm cat eye sunglasses,159.0
5067,david yurman wellesley link statement ring with 18k gold,800.0
5068,david yurman wellesley link statement ring with 18k gold & diamonds,2750.0
5069,david yurman wellesley link statement ring with 18k gold,700.0
5070,marc jacobs medium trek pack pebbles backpack,225.0
5071,lagos signature caviar diamond pavé cap drop earrings,1750.0
5072,lagos signature caviar & blue topaz bullet pendant necklace,650.0
5073,lagos signature caviar diamond pavé cap drop earrings,1350.0
5074,lagos signature caviar curved linear drop earrings,300.0
5075,david yurman chatelaine pavé bezel ring in 18k rose gold with morganite,5500.0
5076,david yurman tides blue topaz statement ring with diamonds,1950.0
5077,david yurman tides 20mm dome ring with diamonds,2400.0
5078,david yurman tides dome ring with diamonds,1600.0
5079,bp. 52mm mesh browbar round aviator sunglasses,14.0
5080,bp. 51mm square sunglasses,14.0
5081,marc jacobs logo 15-inch computer case,125.0
5082,"adidas process leather strap watch, 38mm",100.0
5083,vans x van gogh museum skull baseball cap,40.0
5084,"adidas process leather strap watch, 38mm",100.0
5085,steve madden quilted belt bag,45.0
5086,rag & bone fringe scarf,225.0
5087,bony levy ofira open wrap ring (nordstrom exclusive),625.0
5088,bony levy mila three-station line bracelet (nordstrom exclusive),995.0
5089,burberry rufus graffiti print iphone 8 case,190.0
5090,burberry medium banner graffiti leather tote,1850.0
5091,bp. dainty 53mm rimless cat eye sunglasses,14.0
5092,bp. 57mm geo sunglasses,14.0
5093,vans old skool ii backpack,35.0
5094,leith 60mm textured lens cat eye sunglasses,24.0
5095,bp. dainty metal bar necklace,12.0
5096,lagos north star small diamond pendant necklace,750.0
5097,baublebar moonlight drop earrings,36.0
5098,"rebecca minkoff major leather strap watch, 40mm",125.0
5099,monica vinader siren medium bezel pendant charm,95.0
5100,lagos 'caviar' diamond station bracelet,3000.0
5101,ted baker london 'lynda' stud earrings,59.0
5102,lagos 'black caviar' beaded necklace,895.0
5103,lagos 'luna' pearl station necklace,350.0
5104,kate spade new york jazzlyn 51mm cat eye sunglasses,180.0
5105,monica vinader siren small pavé diamond stacking ring,3.5
5106,monica vinader engravable signature bangle,4.5
5107,kate spade new york 'dalia' 58mm polarized aviator sunglasses,180.0
5108,quay australia finesse 52mm sunglasses,55.0
5109,lagos diamond lux black diamond square ring,1250.0
5110,monica vinader naida mini lotus open diamond ring (special purchase),215.0
5111,rebecca minkoff mini mac nubuck convertible crossbody bag,195.0
5112,lagos 'black caviar' rope bracelet,800.0
5113,bony levy diamond band ring (trunk show exclusive),4150.0
5114,bony levy diamond pendant necklace (trunk show exclusive),2495.0
5115,bony levy wide cutout pavé diamond band (trunk show exclusive),2950.0
5116,bony levy diamond pendant necklace (trunk show exclusive),2250.0
5117,"marc jacobs vic leather strap watch, 20mm",200.0
5118,"rebecca minkoff billie studded leather strap watch, 34mm",195.0
5119,"rebecca minkoff major leather strap watch, 35mm",125.0
5120,"adidas process nylon strap watch, 40mm",150.0
5121,tory burch t-leather strap bracelet,138.0
5122,kate spade new york danalyns 54mm sunglasses,160.0
5123,kate spade new york paxton2 53mm polarized sunglasses,180.0
5124,"adidas process bracelet watch, 38mm",100.0
5125,"adidas archive digital bracelet watch, 36mm",130.0
5126,"adidas process silicone strap watch, 38mm",75.0
5127,adidas proshift 52mm polarized sport sunglasses,169.0
5128,adidas wayfinder 56mm mirrored sport sunglasses,139.0
5129,adidas proshift 52mm round sport sunglasses,99.0
5130,marc jacobs 58mm flat top sunglasses,250.0
5131,rag & bone core 51mm square sunglasses,225.0
5132,lagos 18k gold stretch bracelet,6600.0
5133,lagos ksl lux diamond pyramid stud earrings,1000.0
5134,"rebecca minkoff billie bracelet watch, 34mm",175.0
5135,"marc jacobs classic leather strap watch, 28mm",225.0
5136,"marc jacobs classic leather strap watch, 28mm",195.0
5137,bony levy pavé diamond & cubic zirconia four prong solitaire ring (nordstrom exclusive),1595.0
5138,monica vinader engravable large signature bracelet,495.0
5139,lagos caviar 18k gold & diamond pavé stacking ring,1600.0
5140,lagos gold & black caviar coil bracelet,950.0
5141,lagos caviar gold fluted oval link necklace,3000.0
5142,lagos caviar gold wide band ring,1800.0
5143,lagos caviar gold rope necklace,4900.0
5144,"rebecca minkoff major etched leather strap watch, 40mm",125.0
5145,david yurman tides woven ring in 18k yellow gold with diamonds,7900.0
5146,"adidas cypher bracelet watch, 42mm",190.0
5147,lagos diamond and caviar oval station bracelet,2750.0
5148,tumi merge - short trip expandable rolling suitcase,539.0
5149,"adidas cypher leather strap watch, 42mm",190.0
