Leith Translucent Disc Earrings,$20.00
Rebecca Minkoff Logan Studded Nylon Baby Tote,$295.00
Rebecca Minkoff Jean Metallic Leather Clutch,$178.00
kate spade new york jeweled meadow iPhone X/Xs case,$50.00
Something Navy Linear Stone Drop Earrings (Nordstrom Exclusive),$29.00
Rebecca Minkoff Subtle Mouline Pop Top Mittens,$42.00
Trouvé Puffer Scarf,$39.00
kate spade new york wide stripe skinny muffler,$68.00
The North Face 'Recon' Backpack,$99.00
Nike Sportswear Women's Beanie,$28.00
Bony Levy Diamond by the Yard Necklace (Nordstrom Exclusive),"$1,995.00"
Ted Baker London Rammira Leather Convertible Backpack,$269.00
rag & bone Field Lambskin Leather Backpack,$750.00
kate spade new york ombré glitter iPhone X/Xs case,$45.00
Stella + Ruby Starburst Statement Earrings,$48.00
"David Yurman Paveflex Ring with Diamonds in 18K Gold, 2.7mm",$750.00
Tom Ford Mia 55mm Cat Eye Sunglasses,$445.00 – $460.00
"Tory Burch Reva Logo Dial Leather Strap Watch, 36mm",$225.00
David Yurman 2.7mm Paveflex Ring with Diamonds in 18K Gold,"$1,850.00"
BP. Plaid Scarf,$26.00
Nordstrom Leather Cleaner & Conditioner Spray,$12.00
David Yurman Crossover Stud Earrings with Diamonds,$900.00
rag & bone 'Boyfriend' Leather Belt,$160.00
David Yurman 'Starburst' Station Necklace with Diamonds,"$1,100.00"
David Yurman 'Crossover' Pendant Necklace with Diamonds,"$1,950.00"
David Yurman 'Crossover' Earrings with Gold,$850.00
David Yurman 'Starburst' Large Pendant with Diamonds on Chain,"$2,600.00"
David Yurman 'DY Elements' Chain Necklace,"$1,100.00"
Tumi Alpha 2 Medium Trip 29-Inch Expandable Four-Wheel Packing Case,$975.00
David Yurman 'Crossover' Cross Necklace,$575.00
Tom Ford Amarra 55mm Gradient Lens Square Sunglasses,$380.00 – $395.00
Free People Magic Dance Kimono,$58.00
Something Navy Studded Belt (Nordstrom Exclusive),$49.00
Monica Vinader Riva Diamond Hoop Drop Earrings,$495.00
David Yurman Wellesley Link Statement Ring with Diamonds,"$750.00 – $1,000.00"
kate spade new york jodie 50mm rectangular reading glasses,$68.00
Ted Baker London Leopard Print Genuine Calf Hair & Leather Crossbody Bag,$269.00
"Rebecca Minkoff T-Bar Bracelet Strap Watch, 33mm",$150.00
Ted Baker London Karlie Faux Leather Wristlet Pouch,$75.00
Ted Baker London Wonderland Silk Scarf,$135.00
"Ted Baker London Kate Leather Strap Watch, 36mm",$135.00
Bony Levy Pavé Diamond Double Halo Princess Engagement Ring Setting (Nordstrom Exclusive),"$4,400.00"
MARC JACOBS 50mm Cat Eye Sunglasses,$180.00
"Tory Burch Collins Bracelet Watch, 38mm",$275.00
kate spade new york imitation pearl & crystal belt,$88.00
LAGOS 'Caviar Icon' Strand Necklace,$275.00
"kate spade new york 'metro' leather strap watch, 34mm",$225.00
Tory Burch Raffia 56mm Square Sunglasses,$200.00
Nordstrom Pavé Starburst Stud Earrings,$39.00
gorjana Newport Pendant Necklace,$50.00
Bony Levy Diamond Cluster Ring (Nordstrom Exclusive),"$3,750.00"
"Tory Burch Reva Double Wrap Leather Strap Watch, 29mm",$225.00
Topshop Tokyo Tote,$52.00
Eileen Fisher Metallic Beanie Hat,$68.00
Eileen Fisher Metallic Merino Wool Blend Scarf,$158.00
gorjana Amara Hoop Earrings,$65.00
Kendra Scott Nicola Large Chandelier Earrings,$175.00
Leith Leopard Print Faux Fur Mittens,$26.00
rag & bone Atlas Leather Belt Bag,$350.00
Topshop Macrame Crossbody Bag,$45.00
BP. Stripe Chunky Knit Beanie,$19.00
Leith Resin & Metal Statement Earrings,$22.00
Burberry Pearson Leather Card Holder,$750.00
"Movado Bold Evolution Bracelet Watch, 40mm",$695.00
Nordstrom Croc Embossed Leather Passport Holder,$35.00
Ted Baker London Palace Gardens iPhone X & Xs Case,$50.00
rag & bone Marilyn Leather Baseball Cap,$150.00
kate spade new york purse print square silk scarf,$78.00
Nordstrom Packable Raffia Crochet Tote,$99.00
kate spade new york 13-inch leather laptop sleeve,$148.00
Bony Levy Star of David Diamond Pendant Necklace (Nordstrom Exclusive),$695.00
kate spade new york 'shine on' drop earrings,$58.00
"kate spade new york holland bracelet watch, 34mm",$195.00
David Yurman 'Chain' Necklace,$295.00
David Yurman 'Albion' Petite Pendant with Prasiolite and Diamonds on Chain,$695.00
David Yurman 'Crossover' Small Hoop Earrings with Gold,$650.00
Rebecca Minkoff 'Small Darren' Leather Messenger Bag,$295.00
Halogen® Silk Diamond Scarf,$39.00
David Yurman Continuance 18K Gold Chain Bracelet,"$3,700.00"
Bony Levy Diamond Hoop Earrings (Trunk Show Exclusive),"$6,195.00"
kate spade new york adriyanna 60mm round sunglasses,$180.00
"Tory Burch Robinson Leather Strap Watch, 27mm x 29mm",$225.00
Ted Baker London Bhait Faux Leather iPhone X & Xs Folio Case,$50.00
"Rebecca Minkoff Major Leather Strap Watch, 40mm",$125.00
Nordstrom Pavé Disc Stud Earrings,$29.00
Bony Levy Openwork Diamond Ring (Nordstrom Exclusive),"$1,995.00"
Rebecca Minkoff Ellie Nylon Diaper Bag,$295.00
"kate spade new york 'metro' round leather strap watch, 34mm",$150.00
Quay Australia Cherry Bomb 60mm Sunglasses,$55.00
Nordstrom Neoprene Earbuds Case,$12.00
Monica Vinader 'Siren' Wide Band Ring,$195.00 – $225.00
Leith Pull String Faux Leather Bucket Bag,$84.00
kate spade new york beach towel scarf,$98.00
kate spade new york avaline 58mm aviator sunglasses,$160.00
David Yurman Châtelaine Bypass Ring with Diamonds,$850.00 – $950.00
Tumi Voyageur Mauren Nylon Tote,$295.00
Bony Levy Getty Luxe Stackable Diamond Ring (Nordstrom Exclusive),"$3,995.00"
J.Crew Floral Circle Statement Necklace,$118.00
gorjana Hudson Stud Earrings,$40.00
gorjana Amara Crystal Fringe Necklace,$70.00
gorjana Presely Long Adjustable Pendant Necklace,$80.00
Nordstrom Modern Stone Pavé Crystal Linear Earrings,$79.00
Treasure & Bond Wavy Hoop Earrings,$25.00
kate spade new york seasonless dot scarf,$78.00
Nordstrom LaLa Crochet Tote,$59.00
Canada Goose Classic Merino Scarf,$175.00
kate spade new york shine on oval stud earrings,$38.00
Bony Levy Flat Oval Ring (Nordstrom Exclusive),$295.00
Tory Burch Block-T Line Bracelet,$148.00
Halogen® Orbital Semiprecious Drop Earrings,$39.00
kate spade new york hayes street - rose studs suede & leather satchel,$478.00
Treasure & Bond Sloane Metallic Leather Crossbody Bag,$99.00
rag & bone Compass Leather Crossbody Bag,$395.00
Quay Australia Hearsay 65mm Cat Eye Sunglasses,$60.00
kate spade new york reese park – lalena quilted leather card case,$88.00
kate spade new york reese park - ivory quilted leather shoulder bag,$378.00
kate spade new york small kingston drive - alena genuine calf hair & leather satchel,$428.00
Tumi Voyageur Troy Nylon Crossbody Bag,$225.00
David Yurman Chatelaine® 18k Rose Gold Pendant Necklace with Diamonds,"$1,150.00"
Treasure & Bond Double Wrap Leather Stretch Belt,$59.00
Ted Baker London Iguazu Square Silk Scarf,$125.00
Treasure & Bond Harper Glazed Leather Crossbody Bag,$119.00
Monica Vinader Nura Mini Heart Diamond Bracelet,$425.00
David Yurman Continuance Triple Drop Earrings,$550.00
BP. Bow Band Floppy Straw Hat,$25.00
Monica Vinader 'Mini Siren' Fine Chain Bracelet,$175.00
David Yurman 'Albion' Earrings with Semiprecious Stone and Diamonds,"$1,100.00 – $1,200.00"
"David Yurman 'Cable Collectibles' Evil Eye Charm Necklace with Blue Sapphire, Black Diamonds and Diamonds in Gold",$850.00
David Yurman 'Chain' Medium Box Chain with Gold,$285.00 – $850.00
David Yurman Cable Collectibles Mini Pinky Ring in 18K Gold with Princess Cut Diamond,"$1,500.00"
Monica Vinader Riva Diamond Mini Circle Ring,$175.00 – $195.00
kate spade new york zodiak pendant necklace,$58.00
Bony Levy Aviva Adjustable Diamond Bar Bracelet (Nordstrom Exclusive),"$1,295.00"
David Yurman DY Madison Chain Large Bracelet,"$600.00 – $1,050.00"
David Yurman 'Stax' Cuff Bracelet with Diamonds,"$2,200.00"
kate spade new york 'idiom - bridesmaid' bangle,$58.00
"Ted Baker London Kate Leather Strap Watch, 36mm",$135.00
Ted Baker London Sofiahh Nylon Backpack,$169.00
"kate spade new york metro mesh bracelet watch, 34mm",$195.00
Madewell Crossover Cuff,$34.00
Halogen® Semiprecious Stone Drop Threader Earrings,$35.00
Kendra Scott Lenni Tiered Feather Earrings,$295.00
Ted Baker London Sid Chatsworth Bloom iPhone X & Xs Case,$40.00
Ted Baker London Auriole Chatsworth Bloom iPhone 7/8 Plus Case,$40.00
Halogen® Multi Ring Hoop Earrings,$29.00
Bony Levy Large Diamond Solitaire Pendant Necklace (Limited Edition) (Nordstrom Exclusive),"$2,995.00"
Tumi Delta Passport Case,$120.00
BP. Fuzzy Knit Beanie,$19.00
Kendra Scott Winifred Layered Y-Necklace,$120.00
"David Yurman Pure Form Mixed Metal Five-Row Cuff with Diamonds, 41mm","$2,500.00"
Kendra Scott Natasha Hoop Drop Earrings,$100.00
Quay Australia Boss 53mm Cat Eye Sunglasses,$60.00
"Tory Burch ToryTrack Gigi Touchscreen Smart Watch, 40mm",$395.00
Treasure & Bond Print Wrap,$39.00
Topshop Tokyo Studded Backpack,$55.00
Eileen Fisher Reversible Poncho,$198.00
gorjana Josslyn Hoop Earrings,$50.00
kate spade new york crystal chandelier earrings,$128.00
Steve Madden Baudrie Faux Leather Satchel,$98.00
Treasure & Bond Tablet Charm Pendant Necklace,$35.00
Nordstrom Cluster Button Stud Earrings,$39.00
Burberry Mini Vintage Canvas Check & Leather Zip Around Wallet,$650.00
Something Navy Jewel Snood & Beanie Set (Nordstrom Exclusive),$145.00
Nordstrom Natalie Leather Coin Purse,$35.00
Something Navy Stone Accent Y-Shape Necklace (Nordstrom Exclusive),$69.00
Treasure & Bond Ryan Metallic Leather Top Handle Crossbody Bag,$99.00
kate spade new york wrap it up partial hoop earrings,$38.00
Ted Baker London Splendour Skinny Silk Scarf,$85.00
Ted Baker London Arboretum Silk Cape Scarf,$175.00
Treasure & Bond Print Kimono,$69.00
Treasure & Bond Feather Trim Panama Hat,$49.00
Nordstrom Pavé Open Starburst Pendant Necklace,$59.00
Nordstrom Glitter Lucite® Bar Clutch,$129.00
Nordstrom Metallic Snake-Embossed Faux Leather Bar Clutch,$59.00
Bony Levy Mila Diamond Pendant Necklace (Nordstrom Exclusive),$595.00
MARC JACOBS 61mm Polarized Metal Aviator Sunglasses,$165.00
kate spade new york cat silicone iPhone 7/8 case,$45.00
IVY PARK® Logo Baseball Cap,$25.00
Bony Levy Mika Marquise Diamond Stacking Ring,$995.00
Madewell Kent Beanie,$38.00
Helena Small Hoop Earrings with Diamonds & 18K Gold,"$1,500.00"
gorjana Star Stud Earrings,$35.00
David Yurman Mixed Chain Y-Necklace,"$1,200.00"
David Yurman 'Stax' Wide Diamond Ring,"$1,200.00"
David Yurman 'Belmont' Necklace with Diamonds,$975.00
David Yurman 'Sculpted Cable' Earrings,$325.00
LAGOS Sterling Silver Heart Long Strand Pendant Necklace,$250.00
Madewell Crossover Ring,$22.00
David Yurman 'Châtelaine' Large Pavé Bezel Ring with Diamonds,"$1,700.00 – $1,850.00"
Topshop Tokyo Belt Bag,$38.00
Monica Vinader 18-Inch Box Chain,$70.00 – $85.00
Nordstrom Crystal Flower Clasp Box Clutch,$89.00
David Yurman 'Albion' Bracelet with Semiprecious Stone and Diamonds,"$1,125.00 – $1,275.00"
rag & bone 61mm Cat Eye Sunglasses,$195.00
kate spade new york glitter snap iPhone X/Xs case,$55.00
Burberry Rainbow Stripe Vintage Check Baseball Cap,$320.00
kate spade new york thompson street - holly velvet crossbody bag,$228.00
Treasure & Bond Casual Marquise Crystal Hammered Hoop Earrings,$25.00
"Tory Burch Reva Logo Dial Double Wrap Leather Strap Watch, 28mm",$225.00
Quay Australia x Desi Perkins High Key 60mm Aviator Sunglasses,$65.00
David Yurman Paveflex Station Bracelet with Diamonds in 18K Gold,"$1,550.00"
Nordstrom Inside Out Hoop Earrings,$49.00
LAGOS Fluted Station Caviar Rope Bracelet,$395.00
LAGOS Caviar™ Rope Station Bracelet,$495.00 – $525.00
"David Yurman Cable Classics Bracelet with Black Diamonds, 7m",$695.00
kate spade new york bow skinny patent leather belt,$58.00
J.Crew Mini Leather Dopp Kit,$79.50
Bony Levy 14K Star of David Pendant Necklace (Nordstrom Exclusive),$350.00
rag & bone Zip Card Case,$125.00
kate spade new york beaded linear drop earrings,$78.00
Madewell Star Sparkle Charm Bracelet,$35.00
gorjana Presley Oval Pendant Necklace,$55.00
Tory Burch Block T Logo Charm Necklace,$148.00
Ted Baker London Elwyn Princess Sparkle 3-Piece Stack Rings,$75.00
Kendra Scott Corza Long Statement Earrings,$130.00
Kendra Scott Amaya Cuff,$80.00
kate spade new york bakery dot silk bandana,$48.00
VALENTINO GARAVANI Medium Rockstud Leather Crossbody Bag,"$1,345.00"
Nordstrom Crystal Teardrop Pendant Necklace,$59.00
Nordstrom Pavé Spheres Bordered ID Slider Bracelet,$49.00
Monica Vinader Riva Waterfall Diamond Cocktail Earrings,"$1,250.00"
Treasure & Bond Pavé Crystal Stud & Huggie Hoop Earrings Set,$19.00
kate spade new york glitter stripe iPhone X/Xs case,$45.00
Madewell Simple Chain Necklace,$32.00
Monica Vinader Engravable aja Stone Bracelet,$350.00
Monica Vinader Engravable Large Nura Friendship Bracelet,$275.00
"kate spade new york Apple Watch strap, 38mm",$68.00
Halogen® Floral Print Silk Kite Scarf,$39.00
Nordstrom Eyelash Trim Print Cashmere & Silk Wrap,$99.00
Bony Levy Prism Medium Stackable Diamond Ring (Nordstrom Exclusive),$495.00
Nike NikeLab Hip Pack,$80.00
Nordstrom Packable Nylon Duffel Bag,$49.99
David Yurman Supernova Small Pendant Necklace with Diamonds in 18K White Gold,"$1,950.00"
Tumi Harrison Stratton Messenger Bag,$275.00
Monica Vinader Engravable Linear Friendship Bracelet,$175.00
David Yurman X Bracelet with 14K Gold,$775.00
David Yurman Guilin Octagon Ring with Diamonds in 18K Gold,"$1,500.00"
David Yurman Continuance Center Twist Bracelet,$650.00
"David Yurman Stax Wide Ring with Diamonds in 18K Gold, 15mm","$3,900.00"
David Yurman 'Cable Collectibles' Pavé Charm with Diamonds in Gold,$975.00
David Yurman 'Albion' Ring with Diamonds,"$1,750.00"
LAGOS 'Luna' Pearl Drop Earrings,$275.00
David Yurman 'Châtelaine' Pavé Earring with Diamonds,"$1,250.00"
Tumi Tegra-Lite™ Max 22-Inch International Expandable Carry-On,$695.00
David Yurman 'Starburst' Y Necklace with Diamonds,"$1,500.00"
David Yurman 'Infinity' Pendant with Diamonds on Chain,"$1,300.00"
David Yurman 'Albion' Ring with Semiprecious Stone and Diamonds,"$1,475.00 – $1,725.00"
Burberry 54mm Sunglasses,$245.00
Kendra Scott Marianne Bracelet,$75.00
Monica Vinader Riva Pod Diamond Cocktail Earrings,$750.00
"David Yurman Pure Form® CollectionPure Form® Smooth 18K Gold Bracelet with Diamonds, 9.5mm","$7,900.00"
LAGOS 'Love Knot' Ring,$250.00
kate spade new york bow appliqué gloves,$52.00
Tory Burch Miller Leather Crossbody Bag,$398.00
BOSS Zip Scarf,$195.00
Bony Levy Baguette Diamond Ring (Trunk Show Exclusive),"$2,795.00"
"Ted Baker London Brooke Slim Leather Strap Watch, 34mm",$165.00
Bony Levy Emerald Pendant Necklace (Trunk Show Exclusive),$795.00
kate spade new york glimmer shimmer fringe earrings,$128.00
Halogen® Resin Disc Drop Earrings,$39.00
kate spade new york bow appliqué gloves,$52.00
Nordstrom Crystal Mesh Pouchette,$69.00
Bony Levy Geo Arrow Ring (Nordstrom Exclusive),$295.00
Bony Levy Open Cuff Diamond Ring,$895.00
Gucci GG Large Marmont 2.0 Matelassé Leather Shoulder Bag,"$2,590.00"
"Tory Burch Surrey Mesh Bracelet Watch, 22mm x 23.5mm",$350.00
LAGOS 'Love Knot' Long Pendant Necklace,$295.00
MARC JACOBS Medium Trek Nylon Backpack,$195.00
Tory Burch Leather Bracelet,$128.00
kate spade new york reese park - marci quilted leather shoulder bag,$348.00
Tom Ford Anouk 60mm Geometric Sunglasses,$430.00
Bony Levy Stick Pavé Diamond Bar Necklace (Nordstrom Exclusive),"$1,495.00"
David Yurman Precious Châtelaine Bracelet with Diamonds in 18K Gold,"$3,900.00 – $4,300.00"
Topshop Brush Stripe Ombré Beanie,$22.00
Ted Baker London Shaena Shooting Star Crystal Line Bracelet,$79.00
rag & bone Camden Whipstitch Leather Shopper,$550.00
rag & bone Camden Colorblock Shopper Bag,$495.00
kate spade new york razzle dazzle statement necklace,$198.00
Burberry Sandon 3D Horse Card Case,$240.00
kate spade new york heartbeat faux leather universal laptop sleeve,$85.00
Madewell Pearl Hoop Earrings,$32.00
Madewell Triple Pearl Earrings,$32.00
gorjana Amara Oval Hoop Earrings,$65.00
Rebecca Minkoff Feminista Leather Passport Holder (Nordstrom Exclusive),$50.00
Burberry 51mm Aviator Sunglasses,$245.00
Halogen® Textured Disc Pendant Necklace,$35.00
Treasure & Bond Print Kimono,$69.00
Nordstrom Pavé Sphere Drop Earrings,$49.00
kate spade new york silicone bow stand,$15.00
The North Face Recon Backpack,$99.00
Chelsea28 Astley Faux Fur Convertible Clutch,$49.00
Rebecca Minkoff Blythe Leather Belt Bag,$195.00
David Yurman Chatelaine Drop Earrings,"$1,400.00 – $1,480.00"
David Yurman Cable Loop Hoop Earrings with Diamonds,$775.00
David Yurman Châtelaine® Statement Ring,"$1,850.00 – $1,900.00"
Nordstrom Isobel Half Moon Leather Crossbody Bag,$99.00
Nordstrom Crystal Mesh Crossbody Bag,$69.00
rag + bone Walker Suede & Leather Sling Bag,$475.00
Free People Dont Know Kimono,$98.00
Bony Levy Mila Double Row Diamond Ring (Nordstrom Exclusive),$995.00
Nordstrom Halo Cubic Zirconia Stud Earrings,$29.00
Madewell The Leather Pouch Clutch,$49.50
J.Crew Imitation Pearl & Crystal Earrings,$68.00
Nike AF-1 Backpack,$85.00
David Yurman Novella Necklace in 18K Gold,"$1,950.00"
David Yurman Petite Perle Graduated Pearl Hoop Earrings in 18K Gold,$850.00
David Yurman Chatelaine® Stud Earrings with Gemstone & Diamond,$750.00 – $850.00
Bony Levy Clover Stud Earrings (Nordstrom Exclusive),$195.00
Nordstrom Embellished Envelope Clutch,$99.00
Bony Levy Square Hoop Earrings (Nordstrom Exclusive),$295.00
David Yurman Wellesley Link Chain Station Necklace with Diamonds,"$1,450.00"
David Yurman Châtelaine Mosaic Tennis Bracelet with 18K Gold,"$1,800.00"
David Yurman Wellesley Chain Link Ring with Diamonds,$350.00 – $650.00
David Yurman Cable Collectives Oval Link Charm Bracelet,$500.00
David Yurman Emerald Cut Semiprecious Stone Amulet,$295.00
David Yurman 'Châtelaine' Pendant Necklace with Semiprecious Stone and Diamonds,"$1,350.00"
LAGOS 'Love Knot' Link Bracelet,$300.00
David Yurman 'Solari' Bead Ring with Diamonds and Pearls in 18K Gold,$975.00
David Yurman 'Petite Pavé' Hamsa Bracelet with Diamonds in 18K Gold,$975.00
David Yurman 'Chain' Long Cushion Link Necklace with Blue Sapphires,"$1,400.00"
David Yurman 'Chain' Box Chain Five-Row Bracelet with Gold,"$1,400.00"
David Yurman Box Chain Necklace in 18K Gold,"$2,500.00"
David Yurman 'Cable Collectibles' Star of David Charm Necklace with Diamonds in Gold,$800.00
David Yurman Four-Row Chain Necklace with Pearls,$895.00
David Yurman 'Starburst' Double-Drop Earrings with Diamonds,$975.00
David Yurman 'Wheaton' Petite Ring with Diamonds,"$1,250.00"
Longchamp 'Medium Le Pliage' Top Handle Tote,$115.00
David Yurman Pearl Chain Necklace,$795.00
Tom Ford 'Whitney' 64mm Open Side Sunglasses,$415.00
Bony Levy Single Initial Earring (Nordstrom Exclusive),$395.00
kate spade new york hayes street - vanessa imitation pearl studded leather shoulder bag,$328.00
"David Yurman Renaissance Center Station Bracelet with Diamonds in 18K Gold, 3mm","$1,300.00 – $1,500.00"
LAGOS Threader Pearl Earrings,$300.00 – $400.00
kate spade new york jackson street – meredith leather wallet,$108.00
MARC JACOBS Mini The Grind Metallic Leather Tote,$325.00
Nordstrom Small Hoop Earrings,$39.00
Something Navy Metal Mesh Belt (Nordstrom Exclusive),$39.00
Bony Levy Gemstone & Diamond Ring (Trunk Show Exclusive),"$1,795.00"
Ted Baker London Asteria Kiss Cosmetics Case,$55.00
"Michael Kors Mini Portia Leather Strap Watch, 28mm",$150.00
J.Crew Pavé Hoop Earrings,$49.50
kate spade new york hayes street - teba genuine shearling & leather backpack,$458.00
Tumi Voyageur Hagen Leather Backpack,$525.00
kate spade new york crystal bridal belt,$98.00
MARC JACOBS 52mm Daisy Cat Eye Sunglasses,$160.00
Tory Burch Logo Cuff,$128.00
Monica Vinader Nura Small Teardrop Earrings,$250.00
MARC JACOBS 54mm Sunglasses,$155.00
kate spade new york annor 54mm polarized sunglasses,$180.00
Bony Levy Mika Mini Rectangle Pavé Diamond Stud Earrings (Nordstrom Exclusive),$995.00
"David Yurman Cable Classics Bracelet with Black Diamonds, 7mm","$1,150.00 – $1,450.00"
Bony Levy 14KT Two Bar Ring (Nordstrom Exclusive),$295.00
"kate spade new york 'monterey' crystal dial bracelet watch, 38mm",$275.00
LAGOS 'Prism' Stud Earrings,$295.00
Veronica Beard Uptown Cashmere Dickey,$250.00
Rebecca Minkoff Studded Leather Belt,$48.00
David Yurman 'Châtelaine' Earrings with Semiprecious Stones in 18K Gold,"$1,300.00"
Bony Levy 14KT Beaded Ring (Nordstrom Exclusive),$280.00
Steve Madden Draped Chain Faux Leather Crossbody Bag,$68.00
Vince Camuto Katja Leather Backpack,$228.00
MARC JACOBS Sport Belt Bag,$225.00
Tory Burch Leather Bracelet,$138.00
kate spade new york razzle dazzle hoop earrings,$78.00
Topshop Boston Faux Fur Backpack,$50.00
Topshop Slouchy Baker Boy Hat,$30.00
Bony Levy 14K Gold Oblong Hoop Earrings (Nordstrom Exclusive),$325.00
rag & bone Field Colorblock Leather French Wallet,$225.00
rag & bone Field Leather Continental Wallet,$295.00
gorjana Josslyn Linear Drop Earrings,$60.00
gorjana Hudson Stone Pendant Necklace,$60.00
gorjana Perry Pendant Necklace,$60.00
Tory Burch Pavé Crystal & Imitation Pearl Rosary Necklace,$258.00
Ted Baker London Harpria Heart Blossom Pendant Necklace,$49.00
Nordstrom Triple Stone Drop Earrings,$89.00
Rebecca Minkoff Millie Crystal Embellished Suede Belt,$58.00
Vince Camuto Danish Garden Flower Linear Earrings,$35.00
kate spade new york stone necklace,$98.00
Nordstrom Crystal Chandelier Earrings,$149.00
FRAME Grommet Leather Belt,$180.00
Ted Baker London Angel Falls Long Silk Scarf,$139.00
David Yurman Wellesley Link Chain Link Ring with 18K Gold,"$950.00 – $1,000.00"
rag & bone Compass Leather Crossbody Bag,$395.00
David Yurman Cable Collectibles Raincloud Necklace with Diamonds & Light Blue Sapphires in 18K Gold,$800.00
David Yurman Solari Bead Bracelet with 18K Gold and Red Enamel,"$990.00 – $1,065.00"
gorjana Chloe Long Cluster Pendant Necklace,$85.00
gorjana Gypset Tiered Drop Earrings,$75.00
Monica Vinader Siren Semiprecious Stone Pendant Necklace (Nordstrom Exclusive),$185.00
David Yurman Chatelaine® Mosaic Necklace,"$6,200.00"
"David Yurman Pure Form Hoop Earrings, 25.5mm",$495.00
David Yurman Cushion Link Necklace with Blue Sapphires,$975.00
David Yurman Continuance Hoop Earrings,$450.00
David Yurman Amulets Drop Box Chain,$850.00
David Yurman Cable Collectibles Emerald Cut Precious Stone Amulet,$295.00
David Yurman Feather Amulet with Turquoise,$295.00
David Yurman St. Christopher Diamond Amulet,$395.00
David Yurman Continuance Drop Earrings,"$1,900.00"
Bony Levy Diamond Hoop Earrings (Nordstrom Exclusive),"$1,395.00"
gorjana 'Kylie' Fan Necklace,$85.00
David Yurman 'Châtelaine' Bracelet with Diamonds in 18K Gold,"$1,100.00"
David Yurman 'Châtelaine' Earrings with Semiprecious Stones and Diamonds,$800.00
LAGOS 'Caviar Forever' Ball Station Bracelet,$350.00
David Yurman 'Châtelaine' Heart Pendant Necklace with Diamonds,$650.00
David Yurman Petite Pavé Earrings with Diamonds,"$1,350.00"
David Yurman 'Infinity' Earrings with Diamonds in Gold,$950.00
David Yurman 'DY Crossover' Ring with Diamonds in Gold,"$2,650.00"
David Yurman 'Crossover' Bracelet with Diamonds,"$1,500.00"
LAGOS Caviar Hoop Earrings,$195.00
Tumi Stanton Irina Laptop Commuter Briefcase,$645.00
Halogen® Round Tortoise Buckle Faux Leather Belt,$29.00
David Yurman Solari Bead & Pearl Bracelet with Diamonds in 18K Gold,"$1,500.00"
Bony Levy Monaco Bezel Diamond Ring (Nordstrom Exclusive),$795.00
Bony Levy Diamond Cross Layered Necklace (Trunk Show Exclusive),"$1,395.00"
Tom Ford 50mm Blue Block Optical Glasses,$415.00
Quay Australia Crazy Love 45mm Round Sunglasses,$60.00
Something Navy Printed Knot Headband (Nordstrom Exclusive),$29.00
Ted Baker London Angel Falls Silk Cape Scarf,$175.00
"kate spade new york Apple® Watch strap, 38mm",$68.00
Rebecca Minkoff 22-Inch Spinner Carry-On,$195.00
Ted Baker London 22-Inch Large Front Pocket Rolling Duffel Bag,$395.00
Ted Baker London Korrii Cardholder iPhone 7/8 Case,$40.00
Burberry 56mm Gradient Round Sunglasses,$245.00
"Tory Burch Reva Logo Dial Bracelet Watch, 36mm",$275.00
"David Yurman Ring with Diamond and 18K Gold, 8mm","$1,650.00"
David Yurman Châtelaine Drop Earrings with Diamonds,"$1,100.00 – $1,250.00"
David Yurman 'Châtelaine' Pavé Bezel Stud Earrings with Diamonds,"$1,250.00 – $1,450.00"
Nordstrom Crystal Mesh Crossbody Bucket Bag,$79.00
"David Yurman Cable Classics Bracelet with Diamonds & 18K Gold, 7mm","$1,650.00"
Tom Ford 'Raquel' 63mm Oversized Open Side Sunglasses,$415.00
gorjana Nora Drop Earrings,$60.00
kate spade new york that's the spirit tote,$298.00
rag & bone Atlas Concept Leather Shoulder Bag,$595.00
rag & bone Compass Snap Crossbody Bag,$395.00
Bony Levy Diamond Hoop Earrings (Nordstrom Exclusive),"$1,395.00"
Topshop Fisherman Beanie,$20.00
Topshop Metallic Fisherman Beanie,$20.00
Topshop Blanket Rope Tote Bag,$60.00
Burberry 54mm Oval Sunglasses,$245.00
Burberry 48mm Round Sunglasses,$245.00
Madewell Ripple Ring Earrings,$28.00
gorjana Perry Small Hoop Earrings,$45.00
Leith Diamond Quilt Box Clutch,$59.00
Tory Burch Celestial Star Bracelet,$88.00
Nordstrom Crystal Teardrop Earrings,$59.00
Treasure & Bond Print Square Silk Scarf,$35.00
Rebecca Minkoff Celestial Silk Scarf,$68.00
Quay Australia Magnetic 55mm Aviator Fashion Glasses,$50.00
kate spade new york oval drop earrings,$58.00
Bony Levy Maya 3-Stone Horizontal Necklace (Nordstrom Exclusive),$650.00
BP. Multi Stripe Rib Scarf,$24.00
Halogen® Molten Open Circle Drop Earrings,$25.00
Nordstrom Hannah Magic Wallet,$35.00
Trouvé Sequin Kimono,$69.00
Halogen® x Atlantic-Pacific Double Sided Silk Jacquard Scarf,$49.00
Halogen® x Atlantic-Pacific Floral Print Silk Scarf,$49.00
Tumi Voyageur Dorsten Nylon Duffel,$475.00
Quay Australia Can You Not 140mm Shield Sunglasses,$60.00
Rebecca Minkoff Hypnotic Floral Bandana,$38.00
Nordstrom Bow Short Leather Gloves,$89.00
David Yurman Stax Pendant Necklace with Diamonds,$650.00
David Yurman Pearl Necklace with Diamonds,"$1,450.00 – $2,800.00"
Halogen® Mixed Media Belt,$49.00
